,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,PS
190,Trevor Daley,29,D,DAL,44,4,9,13,1,14,2,2,0,0,7,1,1,58,6.9,942,21:25,69,27,0,0,,2.7
191,Zac Dalpe,23,C,CAR,10,1,2,3,-7,0,1,0,0,0,2,0,0,18,5.6,123,12:18,4,14,1,2,33.3,-0.1
192,Pavel Datsyuk,34,C,DET,47,15,34,49,21,14,7,8,0,6,23,8,3,107,14.0,949,20:11,30,31,488,399,55.0,6.5
193,Kaspars Daugavins,24,LW,TOT,25,1,3,4,-8,9,1,0,0,0,2,1,0,36,2.8,275,11:01,10,23,9,9,50.0,-0.2
194,Kaspars Daugavins,24,LW,OTT,19,1,2,3,-7,9,1,0,0,0,1,1,0,23,4.3,217,11:26,8,18,9,9,50.0,-0.2
195,Kaspars Daugavins,24,LW,BOS,6,0,1,1,-1,0,0,0,0,0,1,0,0,13,0.0,58,9:43,2,5,0,0,,0.0
196,Danny DeKeyser,22,D,DET,11,0,1,1,4,2,0,0,0,0,1,0,0,15,0.0,199,18:03,9,9,0,0,,0.7
197,Michael Del Zotto,22,D,NYR,46,3,18,21,6,18,2,0,1,0,10,8,0,81,3.7,1066,23:10,64,77,0,0,,4.2
198,Jason Demers,24,D,SJS,22,1,2,3,-4,10,1,0,0,0,2,0,0,27,3.7,410,18:38,24,32,0,0,,0.7
199,David Desharnais,26,C,MTL,48,10,18,28,-2,26,8,2,0,3,13,5,0,66,15.2,790,16:28,18,26,382,382,50.0,2.6
200,Andrew Desjardins,26,C,SJS,42,2,1,3,-6,61,2,0,0,0,1,0,0,51,3.9,425,10:07,27,53,39,33,54.2,-0.3
201,Simon Despres,21,D,PIT,33,2,5,7,9,20,2,0,0,0,4,1,0,33,6.1,499,15:07,31,48,0,0,,1.9
202,Raphael Diaz,27,D,MTL,23,1,13,14,4,6,1,0,0,0,5,8,0,34,2.9,473,20:33,44,11,0,0,,2.3
203,Brenden Dillon,22,D,DAL,48,3,5,8,1,65,3,0,0,1,5,0,0,75,4.0,1026,21:23,74,133,0,0,,2.1
204,Shane Doan,36,RW,PHX,48,13,14,27,6,37,13,0,0,2,11,3,0,129,10.1,867,18:03,10,118,4,11,26.7,3.1
205,Derek Dorsett,26,RW,CBJ,24,3,6,9,-11,53,3,0,0,0,6,0,0,38,7.9,384,15:59,10,55,13,10,56.5,0.2
206,Drew Doughty,23,D,LAK,48,6,16,22,4,36,3,3,0,0,9,7,0,114,5.3,1267,26:24,46,128,0,0,,4.9
207,Jake Dowell,27,C,MIN,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,17,8:33,0,2,2,1,66.7,0.0
208,Steve Downie,25,RW,COL,2,0,1,1,1,6,0,0,0,0,1,0,0,2,0.0,18,8:54,1,5,1,0,100.0,0.1
209,Nick Drazenovic,26,C,CBJ,8,0,0,0,-2,4,0,0,0,0,0,0,0,5,0.0,79,9:56,1,8,29,25,53.7,-0.2
210,Davis Drewiske,28,D,TOT,29,2,5,7,3,14,1,1,0,0,5,0,0,28,7.1,441,15:12,35,21,1,0,100.0,1.7
211,Davis Drewiske,28,D,LAK,20,1,3,4,3,14,0,1,0,0,3,0,0,20,5.0,289,14:28,19,13,1,0,100.0,1.1
212,Davis Drewiske,28,D,MTL,9,1,2,3,0,0,1,0,0,0,2,0,0,8,12.5,151,16:50,16,8,0,0,,0.6
213,Brandon Dubinsky,26,C,CBJ,29,2,18,20,2,76,1,1,0,0,11,6,1,50,4.0,534,18:24,17,64,256,183,58.3,1.7
214,Matt Duchene,22,C,COL,47,17,26,43,-12,12,15,2,0,3,18,7,1,132,12.9,983,20:55,47,48,488,405,54.6,4.5
215,Gabriel Dumont,22,C,MTL,10,1,2,3,1,13,1,0,0,0,2,0,0,20,5.0,97,9:41,6,21,29,17,63.0,0.3
216,Pascal Dupuis,33,LW,PIT,48,20,18,38,31,26,17,2,1,2,17,1,0,140,14.3,840,17:30,36,83,27,30,47.4,6.1
217,Radek Dvorak,35,RW,ANA,9,4,0,4,2,2,4,0,0,1,0,0,0,17,23.5,118,13:08,1,2,0,2,0.0,0.8
218,Patrick Dwyer,29,RW,CAR,46,8,8,16,-7,12,6,1,1,0,8,0,0,93,8.6,710,15:26,28,57,17,30,36.2,1.1
219,David Dziurzynski,23,C,OTT,12,2,0,2,-1,13,2,0,0,0,0,0,0,20,10.0,151,12:33,3,29,3,1,75.0,0.2
220,Ben Eager,29,LW,EDM,14,1,1,2,-4,25,1,0,0,0,1,0,0,14,7.1,135,9:40,6,40,0,0,,-0.1
221,Cody Eakin,21,C,DAL,48,7,17,24,1,31,4,3,0,1,17,0,0,67,10.4,724,15:05,29,71,304,322,48.6,2.2
222,Mark Eaton,35,D,PIT,23,0,0,0,9,4,0,0,0,0,0,0,0,8,0.0,414,17:59,33,9,0,0,,0.8
223,Patrick Eaves,28,RW,DET,34,2,6,8,-1,4,2,0,0,1,5,1,0,42,4.8,360,10:35,11,40,7,4,63.6,0.5
224,Andrew Ebbett,30,C,VAN,28,1,5,6,-1,4,1,0,0,0,5,0,0,23,4.3,345,12:19,15,17,106,161,39.7,0.2
225,Jordan Eberle,22,C,EDM,48,16,21,37,-4,16,13,3,0,3,15,6,0,133,12.0,912,19:00,16,31,8,11,42.1,4.2
226,Alexander Edler,26,D,VAN,45,8,14,22,-5,37,3,5,0,0,9,5,0,113,7.1,1073,23:51,81,77,1,0,100.0,4.0
227,Christian Ehrhoff,30,D,BUF,47,5,17,22,6,34,4,1,0,2,9,8,0,102,4.9,1184,25:11,81,38,0,0,,4.3
228,Mattias Ekholm,22,D,NSH,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,16,16:05,0,0,0,0,,-0.1
229,Oliver Ekman-Larsson,21,D,PHX,48,3,21,24,5,26,3,0,0,1,13,8,0,101,3.0,1205,25:06,40,73,0,0,,4.3
230,Patrik Elias,36,LW,NJD,48,14,22,36,5,22,8,5,1,0,13,9,0,118,11.9,899,18:43,14,20,71,92,43.6,4.8
231,Lars Eller,23,C,MTL,46,8,22,30,8,45,7,1,0,1,18,4,0,84,9.5,682,14:50,33,86,267,275,49.3,3.3
232,Keaton Ellerby,24,D,TOT,44,0,3,3,3,52,0,0,0,0,3,0,0,23,0.0,637,14:29,43,74,0,0,,1.3
233,Keaton Ellerby,24,D,LAK,35,0,3,3,5,16,0,0,0,0,3,0,0,15,0.0,500,14:17,35,59,0,0,,1.3
234,Keaton Ellerby,24,D,FLA,9,0,0,0,-2,36,0,0,0,0,0,0,0,8,0.0,137,15:11,8,15,0,0,,0.0
235,Stefan Elliott,22,D,COL,18,1,3,4,-3,2,1,0,0,0,2,1,0,35,2.9,315,17:30,18,10,0,0,,0.6
236,Matt Ellis,31,LW,BUF,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,37,6:12,3,0,15,21,41.7,-0.1
237,Ryan Ellis,22,D,NSH,32,2,4,6,-2,15,0,2,0,0,4,0,0,48,4.2,524,16:23,29,22,0,0,,1.3
238,Alexei Emelin,26,D,MTL,38,3,9,12,2,33,3,0,0,0,9,0,0,33,9.1,747,19:40,47,109,0,0,,2.4
239,Steve Eminger,29,D,NYR,35,0,3,3,9,8,0,0,0,0,3,0,0,22,0.0,456,13:02,41,53,0,0,,1.5
240,Cory Emmerton,24,C,DET,48,5,3,8,-1,4,5,0,0,0,2,1,0,55,9.1,519,10:49,26,28,187,226,45.3,0.6
241,Deryk Engelland,30,D,PIT,42,0,6,6,5,54,0,0,0,0,6,0,0,31,0.0,585,13:55,57,70,0,0,,1.2
242,Tyler Ennis,23,C,BUF,47,10,21,31,-14,16,8,2,0,0,9,12,0,108,9.3,840,17:53,25,28,158,219,41.9,2.5
243,Toby Enstrom,28,D,WPG,22,4,11,15,-8,8,3,1,0,2,4,6,1,21,19.0,496,22:31,38,9,0,0,,1.8
244,Martin Erat,31,LW,TOT,45,5,19,24,-7,30,4,1,0,2,12,7,0,69,7.2,806,17:55,12,48,32,30,51.6,1.6
245,Martin Erat,31,LW,NSH,36,4,17,21,-7,26,3,1,0,1,10,7,0,60,6.7,681,18:55,11,34,31,29,51.7,1.4
246,Martin Erat,31,LW,WSH,9,1,2,3,0,4,1,0,0,1,2,0,0,9,11.1,125,13:55,1,14,1,1,50.0,0.2
247,Jonathan Ericsson,28,D,DET,45,3,10,13,6,29,3,0,0,1,10,0,0,34,8.8,960,21:19,40,67,0,0,,3.5
248,Loui Eriksson,27,LW,DAL,48,12,17,29,-9,8,9,2,1,3,9,8,0,104,11.5,966,20:07,18,6,9,25,26.5,2.4
249,Tim Erixon,21,D,CBJ,31,0,5,5,4,14,0,0,0,0,3,2,0,21,0.0,487,15:42,35,20,0,0,,1.5
250,John Erskine,32,D,WSH,30,3,3,6,10,34,3,0,0,0,3,0,0,32,9.4,554,18:28,62,91,0,0,,2.2
251,Emerson Etem,20,RW,ANA,38,3,7,10,7,9,3,0,0,0,5,0,2,48,6.3,436,11:28,20,43,2,3,40.0,0.9
252,Justin Falk,24,D,MIN,36,0,3,3,-9,40,0,0,0,0,3,0,0,27,0.0,476,13:13,39,53,0,0,,0.2
253,Justin Faulk,20,D,CAR,38,5,10,15,1,15,3,1,1,0,8,2,0,76,6.6,912,24:00,47,63,0,0,,2.8
254,Mark Fayne,25,D,NJD,31,1,5,6,6,16,0,0,1,0,5,0,0,34,2.9,561,18:06,40,25,0,0,,2.1
255,Ruslan Fedotenko,34,LW,PHI,47,4,9,13,8,12,4,0,0,1,8,0,1,43,9.3,591,12:34,34,52,67,119,36.0,1.3
256,Eric Fehr,27,RW,WSH,41,9,8,17,14,10,6,2,1,2,7,1,0,72,12.5,548,13:22,22,36,0,4,0.0,2.4
257,Andrew Ference,33,D,BOS,48,4,9,13,9,35,4,0,0,0,8,0,1,66,6.1,936,19:29,60,89,0,0,,3.5
258,Benn Ferriero,25,C,NYR,4,0,1,1,0,0,0,0,0,0,1,0,0,4,0.0,38,9:37,2,4,2,7,22.2,0.1
259,Vernon Fiddler,32,C,DAL,46,4,13,17,3,48,3,1,0,0,11,1,1,56,7.1,591,12:51,28,34,319,300,51.5,1.4
260,Valtteri Filppula,28,C,DET,41,9,8,17,-4,6,6,3,0,0,8,0,0,78,11.5,729,17:47,12,16,179,144,55.4,1.6
261,Joe Finley,25,D,NYI,16,0,1,1,-5,20,0,0,0,0,1,0,0,2,0.0,191,11:57,15,24,0,1,0.0,-0.2
262,Mike Fisher,32,C,NSH,38,10,11,21,6,27,9,1,0,0,6,5,0,68,14.7,740,19:28,46,67,275,288,48.8,2.5
263,Mark Fistric,26,D,EDM,25,0,6,6,6,32,0,0,0,0,6,0,0,9,0.0,383,15:20,53,88,0,0,,1.6
264,Tomas Fleischmann,28,LW,FLA,48,12,23,35,-10,16,9,2,1,2,12,11,0,121,9.9,899,18:44,10,29,10,10,50.0,3.6
265,Brian Flynn,24,RW,BUF,26,6,5,11,6,0,5,0,1,1,5,0,0,49,12.2,382,14:41,20,10,24,36,40.0,1.5
266,Marcus Foligno,21,LW,BUF,47,5,13,18,-4,41,4,1,0,0,9,3,1,55,9.1,640,13:38,16,108,45,30,60.0,1.2
267,Nick Foligno,25,LW,CBJ,45,6,13,19,6,28,5,1,0,2,11,2,0,69,8.7,744,16:31,33,99,3,6,33.3,1.8
268,Filip Forsberg,18,C,NSH,5,0,1,1,-5,0,0,0,0,0,1,0,0,14,0.0,77,15:29,0,3,0,1,0.0,-0.2
269,Kurtis Foster,31,D,PHI,23,1,4,5,0,25,0,1,0,0,4,0,0,21,4.8,301,13:05,16,16,0,0,,1.0
270,Cam Fowler,21,D,ANA,37,1,10,11,-4,4,0,1,0,0,5,5,0,50,2.0,756,20:26,41,19,0,0,,1.5
271,Cody Franson,25,D,TOR,45,4,25,29,4,8,1,3,0,0,15,10,0,70,5.7,845,18:47,59,124,0,0,,4.6
272,Johan Franzen,33,C,DET,41,14,17,31,13,41,8,6,0,1,11,6,0,116,12.1,742,18:05,17,43,30,32,48.4,4.4
273,Colin Fraser,28,C,LAK,34,2,5,7,-4,25,2,0,0,0,5,0,0,19,10.5,319,9:22,11,71,78,90,46.4,0.3
274,Mark Fraser,26,D,TOR,45,0,8,8,18,85,0,0,0,0,8,0,0,33,0.0,763,16:57,102,153,0,0,,2.9
275,Matt Fraser,22,LW,DAL,12,1,2,3,0,0,1,0,0,0,2,0,0,17,5.9,142,11:48,8,13,0,0,,0.2
276,Matt Frattin,25,RW,TOR,25,7,6,13,6,4,7,0,0,3,6,0,0,42,16.7,331,13:14,11,55,5,3,62.5,1.9
277,Michael Frolik,24,C,CHI,45,3,7,10,5,8,3,0,0,1,7,0,0,98,3.1,563,12:31,23,32,15,25,37.5,0.6
278,Marian Gaborik,30,RW,TOT,47,12,15,27,-3,14,11,1,0,5,7,8,0,151,7.9,870,18:31,18,21,1,2,33.3,2.9
279,Marian Gaborik,30,RW,NYR,35,9,10,19,-8,8,8,1,0,4,4,6,0,113,8.0,654,18:40,14,19,0,2,0.0,1.8
280,Marian Gaborik,30,RW,CBJ,12,3,5,8,5,6,3,0,0,1,3,2,0,38,7.9,217,18:05,4,2,1,0,100.0,1.1
281,Simon Gagne,32,LW,TOT,38,5,11,16,-1,8,3,2,0,0,8,2,1,76,6.6,537,14:08,15,24,2,0,100.0,1.5
282,Simon Gagne,32,LW,PHI,27,5,6,11,-3,6,3,2,0,0,4,1,1,56,8.9,386,14:17,12,18,2,0,100.0,1.1
283,Simon Gagne,32,LW,LAK,11,0,5,5,2,2,0,0,0,0,4,1,0,20,0.0,151,13:46,3,6,0,0,,0.4
284,Sam Gagner,23,C,EDM,48,14,24,38,-6,23,10,4,0,1,11,11,2,113,12.4,932,19:25,22,35,325,416,43.9,4.0
285,Aaron Gagnon,26,C,WPG,10,3,0,3,2,2,3,0,0,1,0,0,0,11,27.3,82,8:09,4,7,30,27,52.6,0.6
286,Alex Galchenyuk,18,C,MTL,48,9,18,27,14,20,9,0,0,2,17,1,0,79,11.4,591,12:19,25,23,59,79,42.8,3.5
287,T.J. Galiardi,24,LW,SJS,36,5,9,14,1,14,4,1,0,0,8,1,0,68,7.4,499,13:52,15,36,5,14,26.3,1.5
288,Brendan Gallagher,20,RW,MTL,44,15,13,28,10,33,12,3,0,3,12,1,0,117,12.8,610,13:52,33,44,8,17,32.0,4.0
289,Ryan Garbutt,27,C,DAL,36,3,7,10,1,32,3,0,0,0,7,0,0,59,5.1,357,9:55,9,67,7,10,41.2,0.8
290,Jake Gardiner,22,D,TOR,12,0,4,4,0,0,0,0,0,0,2,2,0,12,0.0,246,20:29,15,13,0,0,,0.6
291,Jason Garrison,28,D,VAN,47,8,8,16,18,28,5,3,0,2,5,3,0,94,8.5,1019,21:41,58,36,0,0,,5.3
292,Paul Gaustad,30,C,NSH,23,2,3,5,-1,20,2,0,0,0,3,0,0,35,5.7,350,15:13,19,40,268,181,59.7,0.2
293,Eric Gelinas,21,D,NJD,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,16,15:59,0,1,0,0,,-0.1
294,Nathan Gerbe,25,C,BUF,42,5,5,10,-3,14,4,0,1,0,5,0,0,64,7.8,525,12:30,8,32,0,1,0.0,0.6
295,Bruno Gervais,28,D,PHI,37,1,5,6,-17,10,1,0,0,0,5,0,0,49,2.0,634,17:08,41,25,0,0,,0.1
296,Ryan Getzlaf,27,C,ANA,44,15,34,49,14,41,8,4,3,3,23,11,0,99,15.2,889,20:12,42,89,355,384,48.0,6.1
297,Tom Gilbert,30,D,MIN,43,3,10,13,-11,18,2,1,0,0,7,3,0,36,8.3,831,19:19,57,24,0,0,,2.0
298,Hal Gill,37,D,NSH,32,0,0,0,-3,12,0,0,0,0,0,0,0,8,0.0,428,13:23,38,28,0,0,,0.2
299,Colton Gillies,23,C,CBJ,27,1,1,2,1,17,1,0,0,0,1,0,0,17,5.9,224,8:18,10,61,0,2,0.0,0.0
300,Matt Gilroy,28,D,NYR,15,0,0,0,-3,6,0,0,0,0,0,0,0,14,0.0,143,9:33,6,6,0,0,,-0.1
301,Brian Gionta,34,RW,MTL,48,14,12,26,3,8,9,5,0,3,10,2,0,112,12.5,870,18:07,23,37,14,28,33.3,2.9
302,Stephen Gionta,29,RW,NJD,48,4,10,14,2,14,4,0,0,0,9,0,1,58,6.9,625,13:02,14,87,137,253,35.1,1.3
303,Mark Giordano,29,D,CGY,47,4,11,15,-7,40,2,1,1,1,8,2,1,58,6.9,1089,23:10,93,65,0,0,,2.6
304,Dan Girardi,28,D,NYR,46,2,12,14,-1,16,2,0,0,1,10,2,0,81,2.5,1169,25:25,125,102,0,0,,2.7
305,Claude Giroux,25,RW,PHI,48,13,35,48,-7,22,6,6,1,2,20,15,0,137,9.5,1016,21:10,29,57,644,538,54.5,5.0
306,Tanner Glass,29,LW,PIT,48,1,1,2,-11,62,0,1,0,0,1,0,0,38,2.6,483,10:04,21,125,22,29,43.1,-1.1
307,Tim Gleason,30,D,CAR,42,0,9,9,-3,40,0,0,0,0,8,1,0,36,0.0,822,19:34,64,90,0,0,,1.2
308,Curtis Glencross,30,LW,CGY,40,15,11,26,-8,18,11,3,1,3,8,3,0,92,16.3,729,18:14,14,49,20,26,43.5,3.0
309,Marcel Goc,29,C,FLA,42,9,10,19,-6,8,5,4,0,1,8,2,0,92,9.8,767,18:16,20,73,410,376,52.2,1.8
310,Alex Goligoski,27,D,DAL,47,3,24,27,4,18,3,0,0,0,12,11,1,80,3.8,1052,22:23,66,56,0,0,,4.4
311,Cody Goloubef,23,D,CBJ,11,1,0,1,-3,0,1,0,0,1,0,0,0,14,7.1,163,14:49,7,10,0,0,,0.2
312,Scott Gomez,33,C,SJS,39,2,13,15,-10,22,2,0,0,0,5,8,0,58,3.4,528,13:32,11,4,181,143,55.9,0.8
313,Sergei Gonchar,38,D,OTT,45,3,24,27,4,26,1,2,0,3,14,10,0,85,3.5,1080,24:00,65,25,0,0,,5.3
314,Andrew Gordon,27,RW,VAN,6,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,51,8:25,1,4,2,3,40.0,-0.1
315,Boyd Gordon,29,RW,PHX,48,4,10,14,0,8,4,0,0,0,7,2,1,59,6.8,721,15:01,44,22,452,337,57.3,0.7
316,Josh Gorges,28,D,MTL,48,2,7,9,4,15,2,0,0,0,7,0,0,40,5.0,1027,21:23,116,68,0,0,,2.3
317,Michael Grabner,25,RW,NYI,45,16,5,21,4,12,13,2,1,3,4,1,0,108,14.8,666,14:48,19,16,10,12,45.5,3.1
318,Mikhail Grabovski,29,C,TOR,48,9,7,16,-10,24,9,0,0,1,4,3,0,80,11.3,747,15:34,20,34,323,315,50.6,1.0
319,Marc-Andre Gragnani,25,LW,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,7:53,0,0,0,0,,0.0
320,Mikael Granlund,20,C,MIN,27,2,6,8,-4,6,2,0,0,0,4,2,0,36,5.6,356,13:11,8,15,97,109,47.1,0.4
321,Derek Grant,22,C,OTT,5,0,0,0,-1,0,0,0,0,0,0,0,0,5,0.0,43,8:40,0,8,17,14,54.8,-0.1
322,Mike Green,27,D,WSH,35,12,14,26,-3,20,8,4,0,2,4,10,0,96,12.5,870,24:51,61,36,0,0,,4.5
323,Andy Greene,30,D,NJD,48,4,12,16,12,20,1,2,1,1,8,4,0,63,6.3,1106,23:02,70,47,0,0,,4.8
324,Matt Greene,29,D,LAK,5,0,1,1,-1,8,0,0,0,0,1,0,0,3,0.0,76,15:17,5,22,0,0,,0.1
325,Colin Greening,26,C,OTT,47,8,11,19,5,11,6,2,0,2,9,2,0,80,10.0,692,14:44,24,122,22,25,46.8,2.2
326,Mikhail Grigorenko,18,C,BUF,25,1,4,5,-1,0,1,0,0,0,4,0,0,31,3.2,256,10:14,2,2,57,92,38.3,0.2
327,Nicklas Grossmann,28,D,PHI,30,1,3,4,-1,21,1,0,0,0,3,0,0,21,4.8,550,18:20,82,81,0,0,,1.1
328,Eric Gryba,24,D,OTT,33,2,4,6,-3,26,2,0,0,0,4,0,0,51,3.9,669,20:17,37,89,0,0,,1.6
329,Radko Gudas,22,D,TBL,22,2,3,5,3,38,2,0,0,1,3,0,0,31,6.5,374,17:00,28,87,0,0,,1.1
330,Erik Gudbranson,21,D,FLA,32,0,4,4,-22,47,0,0,0,0,3,1,0,49,0.0,600,18:45,32,80,0,0,,-0.6
331,Carl Gunnarsson,26,D,TOR,37,1,14,15,5,14,1,0,0,0,14,0,0,28,3.6,787,21:17,71,78,0,0,,2.7
332,Erik Gustafsson,24,D,PHI,27,3,5,8,-1,2,3,0,0,1,4,1,0,36,8.3,544,20:09,39,15,0,1,0.0,1.8
333,Carl Hagelin,24,LW,NYR,48,10,14,24,10,18,9,1,0,1,14,0,0,132,7.6,831,17:18,28,49,7,10,41.2,2.9
334,Ron Hainsey,31,D,WPG,47,0,13,13,-8,10,0,0,0,0,12,1,0,52,0.0,1074,22:52,123,36,0,0,,1.5
335,Micheal Haley,26,C,NYR,9,0,0,0,-1,12,0,0,0,0,0,0,0,4,0.0,60,6:38,5,21,2,1,66.7,-0.1
336,Matt Halischuk,24,RW,NSH,36,5,6,11,1,10,5,0,0,1,6,0,0,51,9.8,430,11:57,21,33,2,4,33.3,1.1
337,Adam Hall,32,RW,TOT,37,0,4,4,0,23,0,0,0,0,4,0,0,34,0.0,390,10:32,26,59,141,110,56.2,-0.3
338,Adam Hall,32,RW,TBL,20,0,4,4,3,23,0,0,0,0,4,0,0,16,0.0,206,10:18,11,28,93,72,56.4,0.1
339,Adam Hall,32,RW,PHI,11,0,0,0,-1,0,0,0,0,0,0,0,0,15,0.0,121,10:59,10,12,46,32,59.0,-0.2
340,Adam Hall,32,RW,CAR,6,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,63,10:31,5,19,2,6,25.0,-0.2
341,Taylor Hall,21,LW,EDM,45,16,34,50,5,33,12,4,0,4,24,10,0,154,10.4,838,18:37,20,24,29,24,54.7,6.1
342,Jeff Halpern,36,C,TOT,46,1,2,3,-8,10,1,0,0,1,2,0,0,26,3.8,468,10:11,22,56,208,163,56.1,-0.7
343,Jeff Halpern,36,C,NYR,30,0,1,1,-5,8,0,0,0,0,1,0,0,13,0.0,275,9:10,13,36,93,71,56.7,-0.6
344,Jeff Halpern,36,C,MTL,16,1,1,2,-3,2,1,0,0,1,1,0,0,13,7.7,194,12:06,9,20,115,92,55.6,-0.2
345,Dan Hamhuis,30,D,VAN,47,4,20,24,9,12,3,0,1,0,14,6,0,61,6.6,1099,23:23,63,47,0,0,,5.0
346,Dougie Hamilton,19,D,BOS,42,5,11,16,4,14,3,2,0,0,9,2,0,83,6.0,719,17:08,33,59,0,0,,3.3
347,Ryan Hamilton,27,LW,TOR,10,0,2,2,1,0,0,0,0,0,2,0,0,6,0.0,109,10:51,7,22,4,14,22.2,0.1
348,Travis Hamonic,22,D,NYI,48,3,7,10,-8,28,2,1,0,1,4,2,1,83,3.6,1095,22:48,109,59,0,0,,1.7
349,Roman Hamrlik,38,D,TOT,16,0,1,1,-4,8,0,0,0,0,1,0,0,7,0.0,184,11:29,14,8,0,0,,-0.1
350,Roman Hamrlik,38,D,NYR,12,0,0,0,-3,6,0,0,0,0,0,0,0,5,0.0,121,10:06,10,6,0,0,,-0.2
351,Roman Hamrlik,38,D,WSH,4,0,1,1,-1,2,0,0,0,0,1,0,0,2,0.0,62,15:36,4,2,0,0,,0.1
352,Michal Handzus,35,C,TOT,39,2,6,8,-2,16,2,0,0,0,6,0,0,41,4.9,512,13:08,30,31,236,190,55.4,0.3
353,Michal Handzus,35,C,SJS,28,1,1,2,-9,12,1,0,0,0,1,0,0,31,3.2,379,13:32,23,22,165,132,55.6,-0.6
354,Michal Handzus,35,C,CHI,11,1,5,6,7,4,1,0,0,0,5,0,0,10,10.0,133,12:07,7,9,71,58,55.0,0.8
355,Scott Hannan,34,D,TOT,33,0,1,1,-14,22,0,0,0,0,1,0,0,25,0.0,639,19:21,54,35,0,0,,-0.4
356,Scott Hannan,34,D,NSH,29,0,1,1,-11,20,0,0,0,0,1,0,0,20,0.0,565,19:30,47,29,0,0,,-0.2
357,Scott Hannan,34,D,SJS,4,0,0,0,-3,2,0,0,0,0,0,0,0,5,0.0,73,18:17,7,6,0,0,,-0.2
358,Ben Hanowski,22,LW,CGY,5,1,0,1,0,0,1,0,0,0,0,0,0,4,25.0,66,13:18,0,8,0,2,0.0,0.1
359,Jannik Hansen,26,LW,VAN,47,10,17,27,12,8,9,1,0,2,15,2,0,99,10.1,825,17:33,10,55,3,28,9.7,3.3
360,Martin Hanzal,25,C,PHX,39,11,12,23,2,24,7,4,0,2,8,3,1,93,11.8,723,18:32,17,100,298,339,46.8,2.5
361,Jay Harrison,30,D,CAR,47,3,7,10,-10,51,3,0,0,2,6,1,0,54,5.6,936,19:54,110,83,0,0,,1.1
362,Peter Harrold,29,D,NJD,23,2,3,5,-8,6,1,1,0,0,1,2,0,36,5.6,406,17:38,10,21,0,0,,0.7
363,Teemu Hartikainen,22,LW,EDM,23,1,2,3,-8,6,0,1,0,0,0,2,0,21,4.8,243,10:34,3,22,1,3,25.0,-0.3
364,Scott Hartnell,30,RW,PHI,32,8,3,11,-5,70,4,4,0,1,2,1,0,74,10.8,508,15:52,21,68,3,1,75.0,1.1
365,Martin Havlat,31,LW,SJS,40,8,10,18,7,30,7,1,0,1,7,3,0,89,9.0,634,15:51,13,6,1,5,16.7,2.4
366,Jimmy Hayes,23,RW,CHI,10,1,3,4,0,0,1,0,0,0,3,0,0,13,7.7,143,14:20,9,11,4,3,57.1,0.3
367,Dany Heatley,32,RW,MIN,36,11,10,21,-12,8,8,3,0,1,6,4,0,83,13.3,667,18:32,22,26,12,19,38.7,2.0
368,Jochen Hecht,35,C,BUF,47,5,9,14,6,18,4,0,1,1,9,0,0,69,7.2,644,13:42,27,24,147,206,41.6,1.2
369,Victor Hedman,22,D,TBL,44,4,16,20,1,31,4,0,0,0,14,2,0,76,5.3,997,22:40,84,56,0,0,,3.0
370,Jan Hejda,34,D,COL,46,1,9,10,-3,28,1,0,0,1,9,0,0,50,2.0,906,19:42,102,96,0,1,0.0,1.7
371,Milan Hejduk,36,RW,COL,29,4,7,11,-7,0,2,2,0,0,6,1,0,41,9.8,381,13:09,8,6,2,4,33.3,0.7
372,Darren Helm,26,C,DET,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,12,12:27,0,4,6,8,42.9,0.0
373,Ales Hemsky,29,RW,EDM,38,9,11,20,-6,16,4,5,0,1,7,4,0,82,11.0,597,15:42,9,11,12,12,50.0,2.0
374,Kevin Henderson,26,LW,NSH,4,1,0,1,-1,0,1,0,0,0,0,0,0,3,33.3,59,14:42,1,3,0,0,,0.1
375,Matt Hendricks,31,C,WSH,48,5,3,8,-6,73,5,0,0,1,3,0,0,54,9.3,563,11:43,31,93,147,112,56.8,0.1
376,Jordan Hendry,28,D,ANA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,35,17:35,2,1,0,0,,0.0
377,Adam Henrique,22,C,NJD,42,11,5,16,-3,16,6,3,2,2,3,1,1,78,14.1,769,18:19,21,27,333,347,49.0,1.9
378,Thomas Hickey,23,D,NYI,39,1,3,4,9,8,1,0,0,1,3,0,0,40,2.5,658,16:52,47,27,0,0,,1.9
379,Chris Higgins,29,C,VAN,41,10,5,15,-4,10,10,0,0,1,5,0,0,77,13.0,673,16:25,22,46,33,58,36.3,1.5
380,Jack Hillen,27,D,WSH,23,3,6,9,9,14,3,0,0,1,6,0,0,28,10.7,405,17:37,35,10,0,0,,2.3
