,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
189,Matt D'Agostini,23,RW,TOT,47,2,2,4,-15,28,-0.7,2,0,0,0,2,0,0,54,3.7,460,9:47,17,33,7,3,70.0
190,Matt D'Agostini,23,RW,MTL,40,2,2,4,-12,26,-0.5,2,0,0,0,2,0,0,48,4.2,396,9:53,16,26,2,1,66.7
191,Matt D'Agostini,23,RW,STL,7,0,0,0,-3,2,-0.2,0,0,0,0,0,0,0,6,0.0,65,9:13,1,7,5,2,71.4
192,Evgeni Dadonov,20,RW,FLA,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,0.0,53,13:14,2,3,0,0,
193,Trevor Daley,26,D,DAL,77,6,16,22,3,25,4.5,4,2,0,2,12,3,1,107,5.6,1708,22:11,131,36,0,0,
194,Mathieu Darche,33,LW,MTL,29,5,5,10,2,4,1.2,5,0,0,3,5,0,0,43,11.6,314,10:51,12,39,3,2,60.0
195,Pavel Datsyuk,31,C,DET,80,27,43,70,17,18,8.6,18,9,0,3,27,16,0,203,13.3,1628,20:21,33,85,589,478,55.2
196,Kaspars Daugavins,21,LW,OTT,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,8,8:26,0,2,0,0,
197,Patrick Davis,23,LW,NJD,8,1,0,1,-2,0,0.0,1,0,0,0,0,0,0,8,12.5,101,12:37,2,21,4,2,66.7
198,Rob Davison,29,D,NJD,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,4,3:59,,0,,,
199,Nigel Dawes,24,LW,CGY,66,14,18,32,1,18,3.5,10,4,0,2,13,5,0,96,14.6,960,14:32,32,66,0,1,0.0
200,Michael Del Zotto,19,D,NYR,80,9,28,37,-20,32,5.2,5,4,0,1,10,18,0,81,11.1,1518,18:58,92,162,0,0,
201,Jason Demers,21,D,SJS,51,4,17,21,5,21,3.7,1,3,0,1,9,8,0,52,7.7,787,15:26,40,42,0,0,
202,Pavol Demitra,35,C,VAN,28,3,13,16,3,0,1.3,2,1,0,0,6,7,0,53,5.7,454,16:13,12,18,46,40,53.5
203,Guillaume Desbiens,24,D,VAN,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,9,9:25,0,1,0,0,
204,David Desharnais,23,C,MTL,6,0,1,1,-1,0,0.0,0,0,0,0,0,1,0,2,0.0,51,8:27,2,2,16,12,57.1
205,Andre Deveaux,25,C,TOR,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,6,6:09,0,1,1,0,100.0
206,Shane Doan,33,RW,PHX,82,18,37,55,3,41,5.5,13,5,0,4,26,11,0,234,7.7,1571,19:10,25,154,70,83,45.8
207,Shean Donovan,35,RW,OTT,30,2,3,5,-4,40,0.2,2,0,0,0,3,0,0,24,8.3,223,7:26,0,21,0,5,0.0
208,Derek Dorsett,23,RW,CBJ,51,4,10,14,6,105,1.2,4,0,0,0,9,1,0,57,7.0,555,10:53,24,102,9,24,27.3
209,Drew Doughty,20,D,LAK,82,16,43,59,20,54,11.9,7,9,0,5,21,22,0,142,11.3,2048,24:59,75,155,0,0,
210,Jake Dowell,24,C,CHI,3,1,1,2,1,5,0.3,1,0,0,0,1,0,0,4,25.0,21,6:56,0,5,2,2,50.0
211,Steve Downie,22,RW,TBL,79,22,24,46,14,208,5.9,15,7,0,1,20,4,0,116,19.0,1162,14:43,20,139,17,17,50.0
212,Kris Draper,38,C,DET,81,7,15,22,-2,28,1.5,6,1,0,0,14,0,1,98,7.1,935,11:32,19,99,166,153,52.0
213,Davis Drewiske,25,D,LAK,42,1,7,8,-4,14,1.3,1,0,0,0,7,0,0,32,3.1,640,15:15,59,30,0,0,
214,Chris Drury,33,C,NYR,77,14,18,32,-10,31,2.4,12,2,0,1,11,6,1,148,9.5,1369,17:47,97,67,638,568,52.9
215,Brandon Dubinsky,23,C,NYR,69,20,24,44,9,54,5.2,12,6,2,5,20,4,0,165,12.1,1349,19:33,36,129,347,328,51.4
216,Matt Duchene,19,C,COL,81,24,31,55,1,16,5.8,13,10,1,2,20,11,0,180,13.3,1436,17:44,28,51,479,609,44.0
217,Mike Duco,22,LW,FLA,10,0,0,0,-3,50,-0.3,0,0,0,0,0,0,0,6,0.0,77,7:43,3,22,0,0,
218,J.P. Dumont,31,RW,NSH,74,17,28,45,8,20,5.2,13,3,1,3,18,10,0,112,15.2,1093,14:46,19,20,0,0,
219,Pascal Dupuis,30,LW,PIT,81,18,20,38,5,16,4.1,18,0,0,5,20,0,0,157,11.5,1149,14:11,48,85,13,20,39.4
220,Philippe Dupuis,24,C,COL,4,0,1,1,1,2,0.1,0,0,0,0,1,0,0,4,0.0,33,8:14,4,4,9,11,45.0
221,Chris Durno,29,LW,COL,41,4,4,8,3,47,0.8,4,0,0,0,4,0,0,27,14.8,306,7:28,10,56,21,19,52.5
222,Radek Dvorak,32,RW,FLA,76,14,18,32,-7,20,2.4,10,1,3,1,16,2,0,140,10.0,1325,17:26,52,50,3,14,17.6
223,Patrick Dwyer,26,RW,CAR,58,7,5,12,-3,6,0.6,7,0,0,2,4,0,1,80,8.8,725,12:30,29,108,78,146,34.8
224,Ben Eager,26,LW,CHI,60,7,9,16,9,120,1.9,7,0,0,2,9,0,0,68,10.3,500,8:20,6,51,0,1,0.0
225,Robbie Earl,24,LW,MIN,32,6,0,6,1,6,0.9,6,0,0,0,0,0,0,29,20.7,286,8:56,6,56,0,2,0.0
226,Mark Eaton,32,D,PIT,79,3,13,16,5,26,3.6,3,0,0,1,12,1,0,65,4.6,1561,19:45,133,27,0,0,
227,Patrick Eaves,25,RW,DET,65,12,10,22,0,26,2.3,11,0,1,1,10,0,0,120,10.0,874,13:26,43,125,4,10,28.6
228,Andrew Ebbett,27,C,TOT,61,9,6,15,-8,8,1.0,7,2,0,2,3,3,0,72,12.5,775,12:42,30,43,274,279,49.5
229,Andrew Ebbett,27,C,MIN,49,8,6,14,-8,6,1.0,6,2,0,2,3,3,0,57,14.0,642,13:06,23,32,232,232,50.0
230,Andrew Ebbett,27,C,CHI,10,1,0,1,1,2,0.1,1,0,0,0,0,0,0,14,7.1,107,10:43,6,9,36,36,50.0
231,Andrew Ebbett,27,C,ANA,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,26,12:55,1,2,6,11,35.3
232,Tyler Eckford,24,D,NJD,3,0,1,1,0,4,0.1,0,0,0,0,0,1,0,1,0.0,22,7:23,3,1,0,0,
233,Alexander Edler,23,D,VAN,76,5,37,42,0,40,5.9,3,2,0,0,20,17,0,161,3.1,1721,22:39,115,84,0,2,0.0
234,Christian Ehrhoff,27,D,VAN,80,14,30,44,36,42,10.2,8,6,0,3,13,17,0,181,7.7,1823,22:47,82,54,0,0,
235,Patrik Elias,33,LW,NJD,58,19,29,48,18,40,6.4,15,3,1,4,21,8,0,145,13.1,1022,17:37,16,30,205,252,44.9
236,Corey Elkins,24,C,LAK,3,1,0,1,-2,0,0.1,1,0,0,0,0,0,0,5,20.0,36,11:54,3,2,6,12,33.3
237,Lars Eller,20,C,STL,7,2,0,2,2,4,0.4,1,1,0,0,0,0,0,8,25.0,76,10:49,1,8,9,10,47.4
238,Keaton Ellerby,21,D,FLA,22,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,5,0.0,119,5:26,8,12,0,0,
239,Matt Ellis,28,LW,BUF,72,3,10,13,-1,12,0.6,3,0,0,1,10,0,0,112,2.7,652,9:03,20,33,141,141,50.0
240,Steve Eminger,26,D,ANA,63,4,12,16,1,30,3.2,4,0,0,1,10,2,0,45,8.9,1227,19:29,99,102,0,0,
241,Deryk Engelland,27,D,PIT,9,0,2,2,-2,17,0.2,0,0,0,0,1,0,1,4,0.0,145,16:08,13,25,0,0,
242,Tyler Ennis,20,C,BUF,10,3,6,9,1,6,1.1,3,0,0,0,3,3,0,23,13.0,153,15:20,5,2,13,18,41.9
243,Toby Enstrom,25,D,ATL,82,6,44,50,-5,30,6.9,4,2,0,0,26,17,1,109,5.5,1826,22:16,99,20,0,0,
244,Martin Erat,28,LW,NSH,74,21,28,49,-7,50,5.1,16,5,0,2,18,9,1,168,12.5,1331,17:59,36,48,24,49,32.9
245,Jonathan Ericsson,25,D,DET,62,4,9,13,-15,44,1.9,3,0,1,1,9,0,0,55,7.3,1036,16:42,47,93,0,0,
246,Anders Eriksson,35,D,TOT,20,0,5,5,2,2,1.1,0,0,0,0,5,0,0,6,0.0,305,15:15,24,19,0,0,
247,Anders Eriksson,35,D,PHX,12,0,3,3,0,2,0.5,0,0,0,0,3,0,0,4,0.0,189,15:45,18,15,0,0,
248,Anders Eriksson,35,D,NYR,8,0,2,2,2,0,0.5,0,0,0,0,2,0,0,2,0.0,116,14:30,6,4,0,0,
249,Loui Eriksson,24,LW,DAL,82,29,42,71,-4,26,7.7,21,6,2,4,35,6,1,214,13.6,1620,19:46,48,31,4,7,36.4
250,John Erskine,29,D,WSH,50,1,5,6,16,66,1.8,1,0,0,0,5,0,0,50,2.0,799,15:59,77,107,0,0,
251,Garnet Exelby,28,D,TOR,51,1,3,4,-8,73,0.3,1,0,0,0,3,0,0,14,7.1,515,10:06,54,87,0,0,
252,Justin Falk,21,D,MIN,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,23,7:33,4,4,0,0,
253,Todd Fedoruk,30,LW,TBL,50,3,3,6,-12,54,-0.2,3,0,0,0,3,0,0,22,13.6,376,7:31,14,55,2,0,100.0
254,Ruslan Fedotenko,31,LW,PIT,80,11,19,30,-17,50,1.6,8,3,0,3,15,4,0,158,7.0,1172,14:39,46,129,10,18,35.7
255,Eric Fehr,24,RW,WSH,69,21,18,39,18,24,5.3,18,3,0,3,15,3,0,145,14.5,837,12:08,21,39,1,1,50.0
256,Andrew Ference,30,D,BOS,51,0,8,8,-7,16,1.9,0,0,0,0,8,0,0,60,0.0,1005,19:42,66,58,0,0,
257,Benn Ferriero,22,C,SJS,24,2,3,5,4,8,0.4,2,0,0,0,3,0,0,42,4.8,267,11:08,3,17,3,1,75.0
258,Brett Festerling,23,D,ANA,42,0,3,3,1,15,0.8,0,0,0,0,3,0,0,25,0.0,525,12:30,27,127,0,0,
259,Vernon Fiddler,29,C,PHX,76,8,22,30,13,46,2.9,5,0,3,1,22,0,0,119,6.7,1090,14:21,47,94,579,530,52.2
260,Nikita Filatov,19,LW,CBJ,13,2,0,2,0,8,0.2,2,0,0,1,0,0,0,11,18.2,105,8:07,2,5,2,1,66.7
261,Valtteri Filppula,25,C,DET,55,11,24,35,-4,24,3.2,9,1,1,1,16,7,1,114,9.6,1003,18:14,25,34,292,266,52.3
262,Jeff Finger,30,D,TOR,39,2,8,10,-11,20,0.8,2,0,0,0,8,0,0,29,6.9,538,13:47,84,77,0,0,
263,Mike Fisher,29,C,OTT,79,25,28,53,1,59,6.0,15,10,0,6,23,3,2,212,11.8,1498,18:58,79,208,673,618,52.1
264,Mark Fistric,23,D,DAL,67,1,9,10,27,69,4.1,1,0,0,0,8,0,1,46,2.2,1000,14:56,79,171,0,0,
265,Tomas Fleischmann,25,LW,WSH,69,23,28,51,9,28,5.8,16,7,0,4,15,13,0,121,19.0,1106,16:02,17,36,152,204,42.7
266,Mark Flood,25,D,NYI,6,0,1,1,-4,0,-0.2,0,0,0,0,1,0,0,5,0.0,76,12:43,5,6,0,0,
267,Nick Foligno,22,LW,OTT,61,9,17,26,6,53,2.6,7,2,0,2,13,4,0,83,10.8,873,14:19,23,78,17,33,34.0
268,Adam Foote,38,D,COL,67,0,9,9,8,64,2.5,0,0,0,0,8,0,1,26,0.0,1297,19:22,102,111,0,0,
269,Maxime Fortunus,26,D,DAL,8,0,0,0,-6,4,-0.4,0,0,0,0,0,0,0,5,0.0,121,15:09,5,4,0,0,
270,Kurtis Foster,28,D,TBL,71,8,34,42,-5,48,6.2,5,3,0,1,11,23,0,165,4.8,1220,17:11,68,59,0,0,
271,Cody Franson,22,D,NSH,61,6,15,21,15,16,5.1,5,1,0,3,10,5,0,90,6.7,866,14:12,53,55,0,0,
272,Johan Franzen,30,C,DET,27,10,11,21,1,22,2.6,4,6,0,1,6,5,0,91,11.0,505,18:42,12,46,15,12,55.6
273,Colin Fraser,25,C,CHI,70,7,12,19,6,44,1.8,7,0,0,0,12,0,0,92,7.6,672,9:36,27,62,217,228,48.8
274,Mark Fraser,23,D,NJD,61,3,3,6,3,36,2.3,3,0,0,0,3,0,0,24,12.5,755,12:23,46,118,0,0,
275,Trevor Frischmon,28,C,CBJ,3,0,0,0,0,4,0.0,0,0,0,0,0,0,0,1,0.0,18,6:06,0,3,4,2,66.7
276,Michael Frolik,21,C,FLA,82,21,22,43,-4,43,4.3,16,5,0,1,17,5,0,219,9.6,1433,17:29,32,72,13,22,37.1
277,Alex Frolov,27,LW,LAK,81,19,32,51,-1,26,4.9,14,5,0,1,24,8,0,182,10.4,1493,18:26,14,58,7,5,58.3
278,Marian Gaborik,27,RW,NYR,76,42,44,86,15,37,12.1,27,14,1,4,31,12,1,272,15.4,1615,21:15,31,59,2,5,28.6
279,Simon Gagne,29,LW,PHI,58,17,23,40,-1,47,4.4,12,5,0,4,9,14,0,183,9.3,1080,18:37,26,38,1,3,25.0
280,Sam Gagner,20,C,EDM,68,15,26,41,-8,33,3.8,9,6,0,1,15,11,0,170,8.8,1108,16:17,16,30,336,373,47.4
281,Aaron Gagnon,23,C,DAL,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,18,8:49,1,4,8,3,72.7
282,T.J. Galiardi,21,LW,COL,70,15,24,39,6,28,3.6,12,2,1,3,21,0,3,120,12.5,1273,18:11,43,87,165,162,50.5
283,Jason Garrison,25,D,FLA,39,2,6,8,5,23,2.1,2,0,0,0,5,1,0,24,8.3,590,15:08,52,37,0,0,
284,Paul Gaustad,27,C,BUF,65,12,10,22,-7,82,1.6,9,3,0,1,8,2,0,111,10.8,1023,15:45,34,111,586,438,57.2
285,Nathan Gerbe,22,C,BUF,10,2,3,5,1,4,0.5,0,2,0,1,3,0,0,29,6.9,146,14:39,7,5,1,2,33.3
286,Bruno Gervais,25,D,NYI,71,3,14,17,-15,31,2.0,2,1,0,1,12,1,1,83,3.6,1421,20:01,103,63,0,0,
287,Ryan Getzlaf,24,C,ANA,66,19,50,69,4,79,7.2,11,8,0,5,36,14,0,149,12.8,1430,21:40,49,178,533,591,47.4
288,Tom Gilbert,27,D,EDM,82,5,26,31,-10,16,4.9,3,1,1,0,17,8,1,98,5.1,1839,22:25,162,52,0,0,
289,Hal Gill,34,D,MTL,68,2,9,11,-10,68,2.1,2,0,0,0,8,0,1,41,4.9,1247,18:21,150,82,0,1,0.0
290,Trevor Gillies,31,LW,NYI,14,0,1,1,-2,75,-0.1,0,0,0,0,1,0,0,6,0.0,53,3:49,0,14,0,0,
291,Matt Gilroy,25,D,NYR,69,4,11,15,0,23,3.4,4,0,0,1,8,3,0,82,4.9,1126,16:19,77,57,1,0,100.0
292,Brian Gionta,31,RW,MTL,61,28,18,46,3,26,6.2,18,10,0,3,12,6,0,237,11.8,1266,20:45,33,36,7,6,53.8
293,Mark Giordano,26,D,CGY,82,11,19,30,17,81,8.0,6,5,0,1,10,9,0,111,9.9,1709,20:50,124,151,0,0,
294,Dan Girardi,25,D,NYR,82,6,18,24,-2,53,5.2,4,1,1,1,15,3,0,108,5.6,1762,21:29,180,178,0,0,
295,Alexandre Giroux,28,C,WSH,9,1,2,3,3,4,0.3,1,0,0,0,2,0,0,17,5.9,93,10:22,1,14,0,0,
296,Claude Giroux,22,RW,PHI,82,16,31,47,-9,23,4.3,8,8,0,2,18,13,0,145,11.0,1362,16:37,48,76,297,303,49.5
297,Tanner Glass,26,LW,VAN,67,4,7,11,5,115,0.4,4,0,0,0,7,0,0,52,7.7,702,10:28,19,165,3,15,16.7
298,Tim Gleason,27,D,CAR,61,5,14,19,0,78,3.8,3,1,1,0,8,5,1,76,6.6,1293,21:12,112,142,0,0,
299,Curtis Glencross,27,LW,CGY,67,15,18,33,11,58,4.0,10,2,3,2,15,2,1,117,12.8,1053,15:43,28,78,9,14,39.1
300,Marcel Goc,26,C,NSH,73,12,18,30,10,14,3.1,12,0,0,1,18,0,0,118,10.2,1072,14:41,26,51,475,437,52.1
301,Eric Godard,29,RW,PIT,45,1,2,3,2,76,0.2,1,0,0,0,2,0,0,17,5.9,188,4:11,4,30,1,0,100.0
302,Steven Goertzen,25,RW,CAR,6,0,0,0,-2,5,-0.2,0,0,0,0,0,0,0,1,0.0,46,7:44,0,11,0,0,
303,Alex Goligoski,24,D,PIT,69,8,29,37,7,22,6.5,6,2,0,0,14,15,0,98,8.2,1478,21:25,93,48,0,0,
304,Scott Gomez,30,C,MTL,78,12,47,59,1,60,5.3,7,5,0,1,33,14,0,180,6.7,1555,19:56,34,30,698,677,50.8
305,Sergei Gonchar,35,D,PIT,62,11,39,50,-4,49,7.4,5,6,0,3,14,24,1,138,8.0,1513,24:24,90,64,0,0,
306,Andrew Gordon,24,RW,WSH,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,13,6:41,1,0,0,0,
307,Boyd Gordon,26,RW,WSH,36,4,6,10,4,12,0.8,4,0,0,0,6,0,0,40,10.0,370,10:17,19,18,123,79,60.9
308,Josh Gorges,25,D,MTL,82,3,7,10,2,39,3.7,3,0,0,1,4,3,0,52,5.8,1723,21:01,158,85,0,0,
309,Michael Grabner,22,RW,VAN,20,5,6,11,2,8,1.3,3,2,0,1,3,3,0,63,7.9,278,13:54,1,9,1,1,50.0
310,Mikhail Grabovski,26,C,TOR,59,10,25,35,3,10,3.1,7,2,1,3,22,3,0,126,7.9,991,16:48,27,26,366,369,49.8
311,Triston Grant,25,LW,NSH,3,0,0,0,-1,9,-0.1,0,0,0,0,0,0,0,2,0.0,22,7:14,1,5,0,0,
312,Denis Grebeshkov,26,D,TOT,51,7,14,21,-16,32,2.8,6,1,0,0,6,7,1,47,14.9,1092,21:24,55,43,1,0,100.0
313,Denis Grebeshkov,26,D,EDM,47,6,13,19,-16,26,2.4,5,1,0,0,5,7,1,43,14.0,1026,21:49,51,38,1,0,100.0
314,Denis Grebeshkov,26,D,NSH,4,1,1,2,0,6,0.4,1,0,0,0,1,0,0,4,25.0,66,16:28,4,5,0,0,
315,Mike Green,24,D,WSH,75,19,57,76,39,54,13.0,9,10,0,4,31,25,1,205,9.3,1911,25:29,105,133,0,0,
316,Andy Greene,27,D,NJD,78,6,31,37,9,14,8.0,2,4,0,4,19,11,1,86,7.0,1836,23:32,155,55,0,0,
317,Matt Greene,26,D,LAK,75,2,7,9,4,83,2.9,2,0,0,1,7,0,0,57,3.5,1311,17:29,126,236,0,0,
318,Mike Grier,35,RW,BUF,73,10,12,22,-4,14,1.3,10,0,0,2,11,0,1,123,8.1,1153,15:48,43,94,20,32,38.5
319,Nicklas Grossmann,25,D,DAL,71,0,7,7,-3,32,1.5,0,0,0,0,6,1,0,58,0.0,1362,19:11,100,150,0,1,0.0
320,Nate Guenin,27,D,PIT,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,27,13:32,2,10,0,0,
321,Bill Guerin,39,RW,PIT,78,21,24,45,-9,75,4.2,10,11,0,4,17,7,0,227,9.3,1367,17:32,13,77,14,14,50.0
322,Ben Guite,31,C,NSH,6,0,0,0,-3,4,-0.2,0,0,0,0,0,0,0,5,0.0,51,8:30,4,14,15,19,44.1
323,Carl Gunnarsson,23,D,TOR,43,3,12,15,8,10,3.3,3,0,0,0,9,2,1,45,6.7,922,21:26,77,46,0,1,0.0
324,Niklas Hagman,30,LW,TOT,82,25,19,44,-4,25,4.9,21,4,0,2,15,4,0,216,11.6,1322,16:07,29,34,11,26,29.7
325,Niklas Hagman,30,LW,TOR,55,20,13,33,-3,23,3.9,16,4,0,1,11,2,0,148,13.5,888,16:09,20,26,10,21,32.3
326,Niklas Hagman,30,LW,CGY,27,5,6,11,-1,2,1.0,5,0,0,1,4,2,0,68,7.4,434,16:05,9,8,1,5,16.7
327,Ron Hainsey,28,D,ATL,80,5,21,26,-6,39,4.1,5,0,0,0,14,5,2,121,4.1,1771,22:08,148,42,0,0,
328,David Hale,28,D,TBL,39,0,4,4,-2,25,0.8,0,0,0,0,4,0,0,25,0.0,548,14:03,23,56,0,0,
329,Micheal Haley,23,C,NYI,2,0,0,0,-3,9,-0.2,0,0,0,0,0,0,0,0,,15,7:37,0,2,1,4,20.0
330,Matt Halischuk,21,RW,NJD,20,1,1,2,-4,2,-0.2,1,0,0,0,1,0,0,22,4.5,226,11:18,5,10,1,3,25.0
331,Jeff Halpern,33,C,TOT,71,9,10,19,-14,39,0.7,7,2,0,1,7,3,0,71,12.7,1031,14:32,46,42,291,273,51.6
332,Jeff Halpern,33,C,TBL,55,9,8,17,-13,27,0.8,7,2,0,1,5,3,0,65,13.8,861,15:39,37,33,246,227,52.0
333,Jeff Halpern,33,C,LAK,16,0,2,2,-1,12,-0.1,0,0,0,0,2,0,0,6,0.0,171,10:41,9,9,45,46,49.5
334,Dan Hamhuis,27,D,NSH,78,5,19,24,4,49,5.1,5,0,0,0,18,1,0,115,4.3,1658,21:15,95,148,0,0,
335,Zach Hamill,21,C,BOS,1,0,1,1,1,0,0.1,0,0,0,0,1,0,0,1,0.0,12,12:08,2,0,1,3,25.0
336,Roman Hamrlik,35,D,MTL,75,6,20,26,-2,56,5.5,4,2,0,1,12,7,1,100,6.0,1758,23:26,157,59,0,0,
337,Michal Handzus,32,C,LAK,81,20,22,42,4,38,4.2,14,5,1,6,16,5,1,117,17.1,1483,18:18,60,75,691,661,51.1
338,Scott Hannan,31,D,COL,81,2,14,16,2,40,3.3,2,0,0,0,13,0,1,53,3.8,1776,21:56,144,67,2,0,100.0
339,Jannik Hansen,23,LW,VAN,47,9,6,15,-5,18,1.2,8,0,1,3,6,0,0,67,13.4,580,12:20,11,48,6,8,42.9
340,Christian Hanson,23,RW,TOR,31,2,5,7,-2,16,0.1,1,0,1,0,5,0,0,45,4.4,415,13:22,10,46,98,79,55.4
341,Martin Hanzal,22,C,PHX,81,11,22,33,0,104,2.3,9,2,0,0,18,4,0,147,7.5,1497,18:29,41,171,552,536,50.7
342,Jay Harrison,27,D,CAR,38,1,5,6,-8,50,0.6,1,0,0,0,5,0,0,30,3.3,559,14:43,45,66,0,0,
343,Peter Harrold,26,D,LAK,39,1,2,3,-2,8,0.6,1,0,0,0,2,0,0,23,4.3,361,9:15,15,20,2,12,14.3
344,Scott Hartnell,27,RW,PHI,81,14,30,44,-6,155,4.0,6,8,0,4,24,6,0,171,8.2,1273,15:43,30,138,1,4,20.0
345,Martin Havlat,28,LW,MIN,73,18,36,54,-19,34,5.0,14,4,0,3,22,14,0,169,10.7,1309,17:56,17,21,6,6,50.0
346,Darren Haydar,30,RW,COL,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,5,5:22,0,0,0,0,
347,Dany Heatley,29,RW,SJS,82,39,43,82,14,54,10.6,20,18,1,9,31,12,0,280,13.9,1659,20:14,35,81,14,21,40.0
348,Jochen Hecht,32,C,BUF,79,21,21,42,14,35,5.0,18,3,0,2,21,0,0,224,9.4,1358,17:11,43,44,143,172,45.4
349,Victor Hedman,19,D,TBL,74,4,16,20,-3,79,3.9,4,0,0,0,15,1,0,90,4.4,1543,20:51,95,57,0,0,
350,Ilkka Heikkinen,25,D,NYR,7,0,0,0,2,0,0.2,0,0,0,0,0,0,0,4,0.0,62,8:52,9,9,0,0,
351,Jan Hejda,31,D,CBJ,62,3,10,13,-14,36,1.9,2,1,0,0,10,0,0,63,4.8,1280,20:39,133,111,1,1,50.0
352,Milan Hejduk,33,RW,COL,56,23,21,44,6,10,5.4,15,8,0,4,12,9,0,153,15.0,1065,19:01,21,30,4,10,28.6
353,Darren Helm,23,C,DET,75,11,13,24,-2,18,1.9,8,0,3,3,13,0,0,165,6.7,1087,14:30,48,185,437,428,50.5
354,Dwight Helminen,26,C,SJS,4,1,0,1,-1,0,0.1,1,0,0,0,0,0,0,1,100.0,44,10:59,1,9,2,7,22.2
355,Ales Hemsky,26,RW,EDM,22,7,15,22,7,8,2.8,4,3,0,0,10,5,0,57,12.3,395,17:56,11,5,1,0,100.0
356,Matt Hendricks,28,C,COL,56,9,7,16,1,74,1.7,8,0,1,1,6,0,1,63,14.3,519,9:16,21,92,33,50,39.8
357,Jordan Hendry,25,D,CHI,43,2,6,8,5,10,1.9,2,0,0,1,6,0,0,42,4.8,510,11:51,21,44,0,0,
358,Josh Hennessy,24,C,OTT,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,24,5:59,0,6,8,5,61.5
359,T.J. Hensick,24,C,COL,7,1,2,3,0,0,0.3,1,0,0,0,1,1,0,13,7.7,66,9:27,1,2,6,8,42.9
360,Shaun Heshka,24,D,PHX,8,0,2,2,0,4,0.3,0,0,0,0,2,0,0,3,0.0,107,13:19,7,6,0,0,
361,Chris Higgins,26,C,TOT,67,8,9,17,-9,32,0.4,8,0,0,1,8,1,0,165,4.8,1175,17:33,44,128,27,41,39.7
362,Chris Higgins,26,C,NYR,55,6,8,14,-9,32,0.2,6,0,0,1,7,1,0,137,4.4,985,17:55,40,111,26,37,41.3
363,Chris Higgins,26,C,CGY,12,2,1,3,0,0,0.2,2,0,0,0,1,0,0,28,7.1,190,15:52,4,17,1,4,20.0
364,Andy Hilbert,28,C,MIN,4,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,6,0.0,39,9:43,2,4,0,2,0.0
365,Jack Hillen,24,D,NYI,69,3,18,21,-5,44,3.3,2,1,0,0,13,4,1,78,3.8,1428,20:42,131,38,1,0,100.0
366,Niklas Hjalmarsson,22,D,CHI,77,2,15,17,9,20,4.1,2,0,0,1,14,0,1,62,3.2,1514,19:40,137,59,0,0,
367,Shane Hnidy,34,D,MIN,70,2,12,14,-6,66,2.4,2,0,0,0,9,2,1,49,4.1,948,13:32,59,36,0,0,
368,Jeff Hoggan,31,RW,PHX,4,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,5,0.0,28,7:07,0,2,0,2,0.0
369,Tomas Holmstrom,37,LW,DET,68,25,20,45,5,60,6.1,12,13,0,5,11,9,0,131,19.1,1075,15:49,6,69,0,1,0.0
370,Shawn Horcoff,31,C,EDM,77,13,23,36,-29,51,1.5,9,4,0,1,15,6,2,123,10.6,1496,19:26,62,33,609,707,46.3
371,Darcy Hordichuk,29,LW,VAN,56,1,1,2,-7,142,-0.6,1,0,0,0,1,0,0,21,4.8,338,6:02,4,108,0,1,0.0
372,Patric Hornqvist,23,RW,NSH,80,30,21,51,18,40,7.4,20,10,0,8,19,2,0,275,10.9,1255,15:41,26,69,5,13,27.8
373,Nathan Horton,24,C,FLA,65,20,37,57,-1,42,5.9,11,7,2,4,33,4,0,159,12.6,1358,20:53,20,34,48,37,56.5
374,Marian Hossa,31,RW,CHI,57,24,27,51,24,18,7.0,17,2,5,2,21,5,1,199,12.1,1067,18:44,14,41,0,1,0.0
375,Trent Hunter,29,RW,NYI,61,11,17,28,3,18,2.6,8,3,0,1,14,3,0,159,6.9,926,15:11,18,126,2,7,22.2
376,Matt Hunwick,24,D,BOS,76,6,8,14,-16,32,3.0,4,1,1,1,8,0,0,60,10.0,1365,17:58,63,64,0,1,0.0
377,Kristian Huselius,31,LW,CBJ,74,23,40,63,-4,36,6.6,14,8,1,5,25,15,0,162,14.2,1361,18:24,16,15,4,10,28.6
378,Kent Huskins,30,D,SJS,82,3,19,22,6,47,4.3,3,0,0,0,17,2,0,47,6.4,1434,17:29,113,32,0,0,
