,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,PS
224,Bobby Dollas,36,D,SJS,16,1,1,2,4,14,1,0,0,0,1,0,0,5,20.0,180,11:15,0.8
225,Bobby Dollas,36,D,PIT,5,0,0,0,0,4,0,0,0,0,0,0,0,6,0.0,91,18:06,0.0
226,Hnat Domenichelli,24,LW,ATL,63,15,12,27,-9,18,11,4,0,1,11,1,0,150,10.0,904,14:21,2.3
227,Tie Domi,31,RW,TOR,82,13,7,20,2,214,12,1,0,1,7,0,0,60,21.7,687,8:23,2.2
228,Ted Donato,31,LW,DAL,65,8,17,25,6,26,7,1,0,3,17,0,0,71,11.3,664,10:13,2.6
229,Shean Donovan,26,RW,ATL,63,12,11,23,-14,47,8,1,3,1,10,1,0,93,12.9,886,14:03,1.4
230,Jim Dowd,32,C,MIN,68,7,22,29,-6,80,7,0,0,0,14,7,1,92,7.6,1213,17:50,1.8
231,Aaron Downey,26,RW,CHI,3,0,0,0,-1,6,0,0,0,0,0,0,0,2,0.0,17,5:30,-0.1
232,Dallas Drake,31,LW,STL,82,12,29,41,18,71,10,2,0,3,20,9,0,142,8.5,1208,14:44,4.3
233,Kris Draper,29,C,DET,75,8,17,25,17,38,7,0,1,1,15,0,2,123,6.5,1008,13:26,2.4
234,Harold Druken,22,C,VAN,55,15,15,30,2,14,9,6,0,3,12,3,0,82,18.3,660,11:59,3.6
235,Stan Drulia,33,RW,TBL,34,2,4,6,-11,18,1,1,0,0,3,1,0,20,10.0,363,10:41,-0.2
236,Chris Drury,24,LW,COL,71,24,41,65,6,47,13,11,0,5,22,19,0,204,11.8,1281,18:03,7.0
237,Ted Drury,29,C,CBJ,1,0,0,0,-3,0,0,0,0,0,0,0,0,3,0.0,15,14:44,-0.1
238,Steve Dubinsky,30,C,CHI,60,6,4,10,-4,33,5,0,1,0,4,0,0,70,8.6,660,11:00,0.5
239,Steve Duchesne,35,D,DET,54,6,19,25,9,48,4,2,0,0,9,10,0,76,7.9,990,18:20,5.0
240,J.P. Dumont,22,LW,BUF,79,23,28,51,1,54,14,9,0,5,23,5,0,156,14.7,1186,15:01,5.8
241,Pascal Dupuis,21,LW,MIN,4,1,0,1,0,4,0,1,0,0,0,0,0,8,12.5,62,15:36,0.1
242,Radek Dvorak,23,RW,NYR,82,31,36,67,9,20,24,5,2,3,26,8,2,230,13.5,1564,19:04,7.3
243,Gordie Dwyer,23,LW,TBL,28,0,1,1,-7,96,0,0,0,0,1,0,0,12,0.0,162,5:47,-0.4
244,Karl Dykhuis,28,D,MTL,67,8,9,17,9,44,6,2,0,1,7,1,1,66,12.1,1049,15:40,4.9
245,Dallas Eakins,33,D,CGY,17,0,1,1,-1,11,0,0,0,0,1,0,0,4,0.0,209,12:18,0.3
246,Mike Eastwood,33,C,STL,77,6,17,23,4,28,4,0,2,1,11,1,5,51,11.8,1089,14:08,1.4
247,Mark Eaton,23,D,NSH,34,3,8,11,7,14,2,1,0,1,5,3,0,32,9.4,585,17:13,3.0
248,Nils Ekman,24,LW,TBL,43,9,11,20,-15,40,6,2,1,1,7,4,0,72,12.5,678,15:45,1.3
249,Patrik Elias,24,LW,NJD,82,40,56,96,45,51,29,8,3,6,35,21,0,220,18.2,1535,18:44,12.5
250,Matt Elich,21,RW,TBL,8,0,0,0,-5,0,0,0,0,0,0,0,0,7,0.0,72,8:59,-0.3
251,Mikko Eloranta,28,LW,BOS,62,12,11,23,2,38,10,1,1,2,8,3,0,89,13.5,647,10:26,2.6
252,Nelson Emerson,33,RW,LAK,78,11,11,22,-13,54,11,0,0,1,8,2,1,157,7.0,1080,13:51,0.8
253,David Emma,32,RW,FLA,6,0,0,0,-1,0,0,0,0,0,0,0,0,6,0.0,44,7:23,-0.1
254,John Emmons,26,C,TOT,53,2,2,4,-5,42,2,0,0,0,2,0,0,37,5.4,476,8:59,-0.4
255,John Emmons,26,C,OTT,41,1,1,2,-5,20,1,0,0,0,1,0,0,28,3.6,318,7:46,-0.5
256,John Emmons,26,C,TBL,12,1,1,2,0,22,1,0,0,0,1,0,0,9,11.1,157,13:07,0.1
257,Anders Eriksson,26,D,TOT,73,2,24,26,-2,30,1,1,0,0,11,13,0,99,2.0,1540,21:05,4.5
258,Anders Eriksson,26,D,FLA,60,0,21,21,2,28,0,0,0,0,11,10,0,80,0.0,1262,21:02,3.8
259,Anders Eriksson,26,D,CHI,13,2,3,5,-4,2,1,1,0,0,0,3,0,19,10.5,277,21:20,0.7
260,Jeff Farkas,23,C,TOR,2,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,28,14:10,-0.1
261,Rico Fata,20,RW,CGY,5,0,0,0,-3,6,0,0,0,0,0,0,0,6,0.0,47,9:25,-0.2
262,Sergei Fedorov,31,C,DET,75,32,37,69,12,40,16,14,2,7,13,23,1,268,11.9,1581,21:05,8.2
263,Todd Fedoruk,21,RW,PHI,53,5,5,10,0,109,5,0,0,0,5,0,0,28,17.9,373,7:02,0.9
264,Ruslan Fedotenko,22,LW,PHI,74,16,20,36,8,72,13,3,0,4,18,2,0,119,13.4,1082,14:38,3.8
265,Andrew Ference,21,D,PIT,36,4,11,15,6,28,3,1,0,1,8,2,1,47,8.5,679,18:51,2.4
266,Brad Ference,21,D,FLA,14,0,1,1,-10,14,0,0,0,0,1,0,0,5,0.0,183,13:03,-0.5
267,Scott Ferguson,28,D,EDM,20,0,1,1,2,13,0,0,0,0,1,0,0,8,0.0,218,10:55,0.4
268,Ray Ferraro,36,C,ATL,81,29,47,76,-11,91,18,11,0,2,30,17,0,172,16.9,1483,18:19,7.7
269,Jeff Finley,33,D,STL,72,2,8,10,7,38,2,0,0,0,6,1,1,35,5.7,1359,18:53,3.3
270,Jiri Fischer,20,D,DET,55,1,8,9,3,59,1,0,0,0,8,0,0,64,1.6,922,16:46,2.3
271,Mike Fisher,20,C,OTT,60,7,12,19,-1,46,7,0,0,3,10,0,2,83,8.4,698,11:38,1.3
272,Tom Fitzgerald,32,LW,NSH,82,9,9,18,-5,71,7,0,2,2,7,0,2,135,6.7,1227,14:58,0.9
273,Rory Fitzpatrick,26,D,NSH,2,0,0,0,-2,2,0,0,0,0,0,0,0,0,,20,9:47,-0.1
274,Theoren Fleury,32,RW,NYR,62,30,44,74,0,122,15,8,7,3,19,23,2,238,12.6,1351,21:47,8.0
275,Adam Foote,29,D,COL,35,3,12,15,6,42,1,1,1,1,7,5,0,59,5.1,888,25:22,2.9
276,Colin Forbes,24,LW,TOT,58,1,5,6,-6,46,1,0,0,0,5,0,0,46,2.2,390,6:43,-0.3
277,Colin Forbes,24,LW,OTT,39,0,1,1,-3,31,0,0,0,0,1,0,0,26,0.0,241,6:10,-0.5
278,Colin Forbes,24,LW,NYR,19,1,4,5,-3,15,1,0,0,0,4,0,0,20,5.0,149,7:52,0.2
279,Peter Forsberg,27,C,COL,73,27,62,89,23,54,13,12,2,5,34,24,4,178,15.2,1518,20:48,10.0
280,Ron Francis,37,C,CAR,82,15,50,65,-15,32,8,7,0,4,24,26,0,130,11.5,1661,20:15,5.3
281,Kyle Freadrich,22,LW,TBL,13,0,1,1,-1,36,0,0,0,0,1,0,0,3,0.0,46,3:32,0.0
282,Jeff Friesen,24,LW,TOT,79,14,34,48,5,66,10,4,0,1,21,11,2,149,9.4,1528,19:21,4.1
283,Jeff Friesen,24,LW,SJS,64,12,24,36,7,56,10,2,0,1,15,8,1,120,10.0,1206,18:51,3.2
284,Jeff Friesen,24,LW,MDA,15,2,10,12,-2,10,0,2,0,0,6,3,1,29,6.9,322,21:28,0.9
285,Marian Gaborik,18,LW,MIN,71,18,18,36,-6,32,12,6,0,3,12,6,0,179,10.1,1096,15:26,3.8
286,Simon Gagne,20,LW,PHI,69,27,32,59,24,18,21,6,0,7,21,11,0,191,14.1,1247,18:05,7.7
287,Sean Gagnon,27,D,OTT,5,0,0,0,0,13,0,0,0,0,0,0,0,0,,54,10:45,0.0
288,Steve Gainey,22,LW,DAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2:21,0.0
289,Maxim Galanov,26,D,TBL,25,0,5,5,-5,8,0,0,0,0,3,2,0,10,0.0,405,16:12,0.6
290,Garry Galley,37,D,NYI,56,6,14,20,-4,59,2,4,0,0,6,8,0,94,6.4,1167,20:50,3.8
291,Bruce Gardiner,28,LW,CBJ,73,7,15,22,-1,78,7,0,0,1,15,0,0,60,11.7,1066,14:36,1.4
292,Mike Gaul,27,D,CBJ,2,0,0,0,0,4,0,0,0,0,0,0,0,3,0.0,27,13:17,0.0
293,Denis Gauthier,24,D,CGY,62,2,6,8,3,78,2,0,0,0,6,0,0,33,6.1,1030,16:37,2.7
294,Aaron Gavey,26,C,MIN,75,10,14,24,-8,52,9,1,0,2,10,4,0,100,10.0,1050,14:00,1.8
295,Martin Gelinas,30,LW,CAR,79,23,29,52,-4,59,16,6,1,4,22,6,1,170,13.5,1414,17:54,5.6
296,Brent Gilchrist,33,C,DET,60,1,8,9,-8,41,1,0,0,0,8,0,0,75,1.3,701,11:41,-0.4
297,Hal Gill,25,D,BOS,80,1,10,11,-2,71,1,0,0,0,9,1,0,79,1.3,1467,18:21,2.6
298,Todd Gill,35,D,DET,68,3,8,11,17,53,2,0,1,0,5,3,0,66,4.5,1265,18:36,4.2
299,Doug Gilmour,37,LW,BUF,71,7,31,38,3,70,3,4,0,0,20,11,0,91,7.7,1281,18:02,2.8
300,Jonathan Girard,20,D,BOS,31,3,13,16,2,14,1,2,0,1,8,5,0,42,7.1,513,16:32,2.6
301,Sascha Goc,21,D,NJD,11,0,0,0,7,4,0,0,0,0,0,0,0,7,0.0,150,13:37,0.6
302,Yan Golubovsky,24,D,FLA,6,0,2,2,3,2,0,0,0,0,2,0,0,4,0.0,100,16:38,0.6
303,Scott Gomez,21,C,NJD,76,14,49,63,-1,46,12,2,0,4,34,15,0,155,9.0,1198,15:46,5.4
304,Sergei Gonchar,26,D,WSH,76,19,38,57,12,70,11,8,0,2,12,26,0,241,7.9,1705,22:26,10.6
305,Lee Goren,23,RW,BOS,21,2,0,2,-3,7,1,1,0,0,0,0,0,9,22.2,92,4:24,0.1
306,Tony Granato,36,RW,SJS,60,4,5,9,-1,65,3,1,0,1,4,1,0,85,4.7,505,8:25,0.5
307,Jean-Luc Grand-Pierre,23,D,CBJ,64,1,4,5,-6,73,1,0,0,0,4,0,0,33,3.0,822,12:51,1.2
308,Benoit Gratton,24,LW,CGY,14,1,3,4,0,14,1,0,0,0,3,0,0,13,7.7,129,9:11,0.3
309,Chris Gratton,25,C,BUF,82,19,21,40,0,102,14,5,0,5,12,9,0,156,12.2,1199,14:37,4.2
310,Adam Graves,32,LW,NYR,82,10,16,26,-16,77,9,1,0,1,10,6,0,136,7.4,1290,15:44,0.5
311,Travis Green,30,C,PHX,69,13,15,28,-11,63,10,3,0,0,12,3,0,113,11.5,1110,16:05,1.9
312,Mark Greig,31,RW,PHI,7,1,1,2,-2,4,1,0,0,0,1,0,0,7,14.3,101,14:23,0.1
313,Mike Grier,26,RW,EDM,74,20,16,36,11,20,15,2,3,2,13,0,3,124,16.1,1239,16:44,3.9
314,Stu Grimson,35,LW,LAK,72,3,2,5,-2,235,3,0,0,1,2,0,0,26,11.5,432,6:00,-0.1
315,Stanislav Gron,22,RW,NJD,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,10,9:55,0.0
316,Michal Grosek,25,RW,NYR,65,9,11,20,-10,61,7,2,0,0,9,2,0,84,10.7,721,11:05,1.1
317,Bill Guerin,30,RW,TOT,85,40,45,85,7,140,28,11,1,5,28,17,0,289,13.8,1870,22:00,9.9
318,Bill Guerin,30,RW,BOS,64,28,35,63,-4,122,20,7,1,4,20,15,0,225,12.4,1454,22:43,6.7
319,Bill Guerin,30,RW,EDM,21,12,10,22,11,18,8,4,0,1,8,2,0,64,18.8,416,19:49,3.2
320,Steve Guolla,27,LW,ATL,63,12,16,28,-6,23,10,2,0,3,11,2,3,96,12.5,925,14:41,2.2
321,Alexei Gusarov,36,D,TOT,51,1,8,9,-3,18,1,0,0,0,6,2,0,35,2.9,982,19:15,1.4
322,Alexei Gusarov,36,D,NYR,26,1,3,4,-2,6,1,0,0,0,2,1,0,21,4.8,508,19:33,0.5
323,Alexei Gusarov,36,D,STL,16,0,4,4,-3,6,0,0,0,0,3,1,0,10,0.0,339,21:11,0.6
324,Alexei Gusarov,36,D,COL,9,0,1,1,2,6,0,0,0,0,1,0,0,4,0.0,135,14:59,0.4
325,Sergey Gusev,25,D,TBL,16,1,0,1,-3,10,1,0,0,0,0,0,0,13,7.7,214,13:23,0.2
326,Sean Haggerty,24,LW,NSH,3,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,26,8:35,0.1
327,Chris Hajt,22,D,EDM,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,8,7:38,-0.1
328,Steven Halko,26,D,CAR,48,0,1,1,-10,6,0,0,0,0,1,0,0,24,0.0,645,13:27,0.4
329,Kevin Haller,30,D,NYI,30,1,5,6,5,56,1,0,0,0,4,1,0,19,5.3,574,19:07,1.8
330,Jeff Halpern,24,C,WSH,80,21,21,42,13,60,18,2,1,5,15,6,0,110,19.1,1291,16:08,4.8
331,Denis Hamel,23,C,BUF,41,8,3,11,-2,22,6,1,1,3,3,0,0,55,14.5,450,10:58,1.2
332,Roman Hamrlik,26,D,NYI,76,16,30,46,-20,92,10,5,1,4,15,13,2,232,6.9,1916,25:12,7.2
333,Michal Handzus,23,C,TOT,46,14,18,32,16,33,8,3,3,2,11,6,1,72,19.4,802,17:26,4.1
334,Michal Handzus,23,C,STL,36,10,14,24,11,12,5,3,2,2,9,4,1,58,17.2,648,18:00,2.9
335,Michal Handzus,23,C,PHX,10,4,4,8,5,21,3,0,1,0,2,2,0,14,28.6,154,15:26,1.2
336,Casey Hankinson,24,LW,CHI,11,0,1,1,-3,9,0,0,0,0,1,0,0,15,0.0,107,9:46,-0.2
337,Scott Hannan,22,D,SJS,75,3,14,17,10,51,3,0,0,1,11,2,1,96,3.1,1427,19:02,4.5
338,Tavis Hansen,25,RW,PHX,7,0,0,0,-1,4,0,0,0,0,0,0,0,2,0.0,36,5:05,-0.1
339,David Harlock,29,D,ATL,65,0,1,1,-28,62,0,0,0,0,1,0,0,26,0.0,1109,17:04,-1.4
340,Scott Hartnell,18,RW,NSH,75,2,14,16,-8,48,2,0,0,0,14,0,0,92,2.2,818,10:54,0.4
341,Todd Harvey,25,RW,SJS,69,10,11,21,6,72,9,1,0,2,10,1,0,66,15.2,765,11:05,2.2
342,Derian Hatcher,28,D,DAL,80,2,21,23,5,77,1,1,0,2,13,7,1,97,2.1,2070,25:53,5.6
343,Kevin Hatcher,34,D,CAR,57,4,14,18,2,38,1,3,0,1,4,10,0,98,4.1,1333,23:23,4.7
344,Niclas Havelid,27,D,MDA,47,4,10,14,-6,34,2,2,0,1,5,5,0,69,5.8,1027,21:51,2.9
345,Martin Havlat,19,RW,OTT,73,19,23,42,8,20,12,7,0,5,16,5,2,133,14.3,1006,13:47,4.7
346,Greg Hawgood,32,D,VAN,16,2,5,7,8,6,1,1,0,1,2,3,0,16,12.5,239,14:55,1.7
347,Dwayne Hay,23,RW,CGY,49,1,3,4,-4,16,1,0,0,0,3,0,0,39,2.6,412,8:24,-0.3
348,Jochen Hecht,23,LW,STL,72,19,25,44,11,48,8,8,3,1,18,7,0,208,9.1,1291,17:56,4.9
349,Bret Hedican,30,D,FLA,70,5,15,20,-7,72,1,4,0,1,11,2,2,104,4.8,1527,21:49,3.8
350,Shawn Heins,27,D,SJS,38,3,4,7,2,57,1,2,0,0,1,3,0,45,6.7,389,10:15,1.6
351,Steve Heinze,31,RW,TOT,79,27,27,54,-13,46,12,15,0,4,19,8,0,144,18.8,1439,18:13,5.8
352,Steve Heinze,31,RW,CBJ,65,22,20,42,-19,38,8,14,0,3,15,5,0,125,17.6,1223,18:49,4.2
353,Steve Heinze,31,RW,BUF,14,5,7,12,6,8,4,1,0,1,4,3,0,19,26.3,215,15:24,1.6
354,Milan Hejduk,24,RW,COL,80,41,38,79,32,36,28,12,1,9,21,15,2,213,19.2,1589,19:52,10.6
355,Sami Helenius,27,D,DAL,57,1,2,3,1,99,1,0,0,0,2,0,0,18,5.6,607,10:39,1.3
356,Bryan Helmer,28,D,VAN,20,2,4,6,0,18,2,0,0,0,1,3,0,28,7.1,337,16:51,1.1
357,Jay Henderson,22,LW,BOS,13,0,0,0,-1,26,0,0,0,0,0,0,0,12,0.0,90,6:58,-0.2
358,Darby Hendrickson,28,LW,MIN,72,18,11,29,1,36,14,3,1,1,7,2,2,114,15.8,1140,15:50,3.3
359,Chris Herperger,26,LW,CHI,61,10,15,25,0,20,9,0,1,3,12,1,2,76,13.2,800,13:07,2.4
360,Matt Herr,24,C,WSH,22,2,3,5,3,17,2,0,0,1,3,0,0,20,10.0,179,8:09,0.5
361,Jamie Heward,29,D,CBJ,69,11,16,27,3,33,2,9,0,1,7,9,0,108,10.2,991,14:21,5.5
362,Matt Higgins,23,C,MTL,6,0,0,0,-2,2,0,0,0,0,0,0,0,3,0.0,57,9:27,-0.2
363,Sean Hill,30,D,STL,48,1,10,11,5,51,1,0,0,0,8,2,0,47,2.1,835,17:23,2.6
364,Dan Hinote,24,C,COL,76,5,10,15,1,51,4,1,0,1,8,2,0,69,7.2,787,10:21,0.7
365,Jan Hlavac,24,LW,NYR,79,28,36,64,3,20,23,5,0,6,24,12,0,195,14.4,1314,16:38,6.9
366,Shane Hnidy,25,D,OTT,52,3,2,5,8,84,3,0,0,1,2,0,0,47,6.4,681,13:05,1.9
367,Jonas Hoglund,28,LW,TOR,82,23,26,49,1,14,18,5,0,5,18,8,0,196,11.7,1241,15:08,5.2
368,Benoit Hogue,34,LW,DAL,34,3,7,10,-1,26,3,0,0,0,6,1,0,35,8.6,424,12:28,0.6
369,Josh Holden,23,C,VAN,10,1,0,1,0,0,1,0,0,0,0,0,0,12,8.3,94,9:27,0.0
370,Bobby Holik,30,C,NJD,80,15,35,50,19,97,12,3,0,3,22,13,0,206,7.3,1266,15:49,4.8
371,Tomas Holmstrom,28,LW,DET,73,16,24,40,-12,40,7,9,0,2,14,10,0,74,21.6,852,11:41,3.9
372,Brian Holzinger,28,RW,TBL,70,11,25,36,-9,64,8,3,0,2,19,6,0,87,12.6,1123,16:03,2.7
373,Shawn Horcoff,22,RW,EDM,49,9,7,16,8,10,9,0,0,2,7,0,0,42,21.4,452,9:14,2.1
374,Darcy Hordichuk,20,LW,ATL,11,0,0,0,-3,38,0,0,0,0,0,0,0,6,0.0,80,7:18,-0.3
375,Marian Hossa,22,RW,OTT,81,32,43,75,19,44,19,11,2,7,29,12,2,249,12.9,1460,18:01,9.0
376,Bill Houlder,33,D,NSH,81,4,12,16,-7,40,3,0,1,1,9,1,2,78,5.1,1717,21:12,4.4
377,Phil Housley,36,D,CGY,69,4,30,34,-15,24,4,0,0,0,15,15,0,115,3.5,1253,18:10,4.4
378,Jan Hrdina,24,C,PIT,78,15,28,43,19,48,12,3,0,1,22,5,1,89,16.9,1242,15:56,3.9
379,Tony Hrkac,34,C,MDA,80,13,25,38,0,29,13,0,0,1,15,10,0,88,14.8,1102,13:46,3.6
380,Petr Hubacek,21,C,PHI,6,1,0,1,-1,2,1,0,0,0,0,0,0,5,20.0,68,11:20,0.0
381,Joe Hulbig,27,RW,BOS,7,0,0,0,-3,4,0,0,0,0,0,0,0,0,,38,5:28,-0.2
382,Brett Hull,36,RW,DAL,79,39,40,79,10,18,28,11,0,8,18,22,0,219,17.8,1413,17:53,10.3
383,Jody Hull,31,RW,PHI,71,7,8,15,-1,10,5,0,2,2,8,0,0,78,9.0,938,13:13,0.6
384,Cale Hulse,27,D,NSH,82,1,7,8,-5,128,1,0,0,1,7,0,0,93,1.1,1647,20:05,3.3
385,Jarome Iginla,23,RW,CGY,77,31,40,71,-2,62,21,10,0,4,21,18,1,229,13.5,1537,19:58,7.9
386,Brad Isbister,23,LW,NYI,51,18,14,32,-19,59,10,7,1,4,10,4,0,129,14.0,991,19:26,2.9
387,Ric Jackman,22,D,DAL,16,0,0,0,-6,18,0,0,0,0,0,0,0,10,0.0,142,8:51,-0.3
388,Jaromir Jagr,28,RW,PIT,81,52,69,121,19,42,37,14,1,10,41,27,1,317,16.4,1888,23:19,14.1
389,John Jakopin,25,D,FLA,60,1,2,3,-4,62,1,0,0,0,2,0,0,23,4.3,774,12:54,1.0
390,Mark Janssens,32,C,CHI,28,0,0,0,-8,33,0,0,0,0,0,0,0,15,0.0,293,10:27,-0.8
391,Calle Johansson,33,D,WSH,76,7,29,36,11,26,2,5,0,0,19,10,0,154,4.5,1804,23:44,7.3
392,Craig Johnson,28,RW,LAK,26,4,5,9,0,16,4,0,0,0,5,0,0,36,11.1,277,10:40,0.8
393,Greg Johnson,29,C,NSH,82,15,17,32,-6,46,14,1,0,4,16,0,1,97,15.5,1461,17:49,2.6
394,Matt Johnson,25,LW,MIN,50,1,1,2,-6,137,1,0,0,0,1,0,0,21,4.8,385,7:43,-0.5
395,Mike Johnson,26,RW,TOT,76,13,30,43,-10,42,8,4,1,0,18,10,2,124,10.5,1313,17:16,3.2
396,Mike Johnson,26,RW,TBL,64,11,27,38,-10,38,7,3,1,0,16,10,1,107,10.3,1166,18:13,2.8
397,Mike Johnson,26,RW,PHX,12,2,3,5,0,4,1,1,0,0,2,0,1,17,11.8,146,12:12,0.5
398,Ryan Johnson,24,C,TBL,80,7,14,21,-20,44,6,1,0,0,14,0,0,71,9.9,1262,15:47,0.0
399,Kim Johnsson,24,D,NYR,75,5,21,26,-3,40,1,4,0,0,17,3,1,104,4.8,1595,21:16,3.3
400,Olli Jokinen,22,C,FLA,78,6,10,16,-22,106,6,0,0,0,9,0,1,121,5.0,1044,13:23,-0.3
401,Keith Jones,32,RW,PHI,8,0,0,0,-5,4,0,0,0,0,0,0,0,11,0.0,88,11:00,-0.4
402,Hans Jonsson,27,D,PIT,58,4,18,22,11,22,2,2,0,0,18,0,0,44,9.1,1070,18:27,3.5
403,Kenny Jonsson,26,D,NYI,65,8,21,29,-22,30,3,5,0,0,7,13,1,91,8.8,1564,24:04,4.0
404,Chris Joseph,31,D,TOT,43,1,4,5,-11,36,0,0,1,0,3,1,0,58,1.7,707,16:26,0.4
405,Chris Joseph,31,D,PHX,24,1,1,2,-4,16,0,0,1,0,1,0,0,33,3.0,311,12:59,0.3
406,Chris Joseph,31,D,ATL,19,0,3,3,-7,20,0,0,0,0,2,1,0,25,0.0,395,20:48,0.0
407,Ed Jovanovski,24,D,VAN,79,12,35,47,-1,102,8,4,0,2,15,19,1,193,6.2,1971,24:57,7.6
408,Joe Juneau,33,LW,PHX,69,10,23,33,-2,28,5,5,0,3,13,10,0,100,10.0,1202,17:25,2.3
409,Frantisek Kaberle,27,D,ATL,51,4,11,15,11,18,3,1,0,1,6,4,1,99,4.0,1136,22:17,3.6
410,Tomas Kaberle,22,D,TOR,82,6,39,45,10,24,6,0,0,1,21,17,1,96,6.3,1860,22:41,7.9
411,Dmitri Kalinin,20,D,BUF,79,4,18,22,-2,38,2,2,0,0,12,6,0,88,4.5,1566,19:50,4.9
412,Tomi Kallio,24,LW,ATL,56,14,13,27,-3,22,12,2,0,2,11,2,0,115,12.2,912,16:17,2.4
413,Valeri Kamensky,34,LW,NYR,65,14,20,34,-18,36,8,6,0,1,15,5,0,129,10.9,995,15:19,2.2
414,Sami Kapanen,27,LW,CAR,82,20,37,57,-12,24,13,7,0,4,17,19,1,223,9.0,1552,18:56,5.3
415,Jere Karalahti,25,D,LAK,56,2,7,9,8,38,2,0,0,0,5,0,2,26,7.7,956,17:04,2.4
416,Paul Kariya,26,LW,MDA,66,33,34,67,-9,20,12,18,3,3,18,16,0,230,14.3,1520,23:02,7.7
417,Steve Kariya,23,LW,VAN,17,1,6,7,-1,8,0,1,0,0,5,1,0,22,4.5,199,11:42,0.4
418,Andreas Karlsson,25,C,ATL,60,5,11,16,-2,16,4,0,1,0,9,1,1,83,6.0,774,12:54,0.7
419,Dave Karpa,29,D,CAR,80,4,6,10,-19,159,2,2,0,0,5,1,0,69,5.8,1601,20:01,2.7
420,Alexander Karpovtsev,30,D,CHI,53,2,13,15,-4,39,1,1,0,0,9,4,0,52,3.8,1085,20:28,2.6
421,Darius Kasparaitis,28,D,PIT,77,3,16,19,11,111,2,1,0,0,15,0,1,81,3.7,1481,19:14,3.1
422,Mike Keane,33,RW,DAL,67,10,14,24,4,35,9,1,0,1,13,0,1,64,15.6,1036,15:28,2.0
423,Sheldon Keefe,20,RW,TBL,49,4,0,4,-13,38,4,0,0,0,0,0,0,32,12.5,392,8:00,-0.3
424,Steve Kelly,24,C,TOT,35,3,2,5,0,25,3,0,0,0,2,0,0,22,13.6,313,8:57,0.2
425,Steve Kelly,24,C,NJD,24,2,2,4,0,21,2,0,0,0,2,0,0,18,11.1,239,9:58,0.1
426,Steve Kelly,24,C,LAK,11,1,0,1,0,4,1,0,0,0,0,0,0,4,25.0,74,6:44,0.1
427,Alexander Kharitonov,24,RW,TBL,66,7,15,22,-9,8,7,0,0,0,10,5,0,103,6.8,770,11:40,1.4
428,Alexander Khavanov,29,D,STL,74,7,16,23,16,52,5,2,0,0,11,5,0,92,7.6,1547,20:54,6.1
429,Dmitri Khristich,31,RW,TOT,70,13,25,38,0,16,7,6,0,4,12,13,0,77,16.9,1046,14:56,3.4
430,Dmitri Khristich,31,RW,WSH,43,10,19,29,-8,8,6,4,0,4,9,10,0,54,18.5,640,14:53,2.6
431,Dmitri Khristich,31,RW,TOR,27,3,6,9,8,8,1,2,0,0,3,3,0,23,13.0,405,15:01,0.8
432,Chad Kilger,24,C,TOT,77,14,18,32,-8,51,11,2,1,1,16,2,0,103,13.6,1054,13:41,2.8
433,Chad Kilger,24,C,MTL,43,9,16,25,-1,34,7,1,1,1,14,2,0,75,12.0,772,17:57,2.3
434,Chad Kilger,24,C,EDM,34,5,2,7,-7,17,4,1,0,0,2,0,0,28,17.9,282,8:18,0.4
435,Kris King,34,LW,CHI,13,1,0,1,-3,8,1,0,0,0,0,0,0,12,8.3,130,10:00,-0.1
436,Patric Kjellberg,31,LW,NSH,81,14,31,45,-2,12,9,5,0,2,20,11,0,139,10.1,1430,17:39,4.0
437,Trent Klatt,30,RW,VAN,77,13,20,33,8,31,10,3,0,1,13,6,1,140,9.3,1044,13:33,3.2
438,Ken Klee,29,D,WSH,54,2,4,6,-5,60,2,0,0,0,3,0,1,58,3.4,932,17:15,1.5
439,Jon Klemm,31,D,COL,78,4,11,15,22,54,2,2,0,2,6,3,2,97,4.1,1554,19:56,4.8
440,Rostislav Klesla,18,D,CBJ,8,2,0,2,-1,6,2,0,0,0,0,0,0,10,20.0,147,18:25,0.5
441,Tomas Kloucek,20,D,NYR,43,1,4,5,-3,74,1,0,0,0,4,0,0,22,4.5,719,16:43,0.5
442,Mike Knuble,28,RW,BOS,82,7,13,20,0,37,6,0,1,1,12,1,0,92,7.6,867,10:34,1.3
443,Espen Knutsen,29,C,CBJ,66,11,42,53,-3,30,9,2,0,0,17,25,0,62,17.7,1054,15:59,5.0
444,Greg Koehler,25,C,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0:46,0.0
445,Ladislav Kohn,25,RW,TOT,77,7,7,14,-27,86,5,0,2,0,6,1,0,129,5.4,914,11:52,-0.4
446,Ladislav Kohn,25,RW,MDA,51,4,3,7,-15,42,3,0,1,0,3,0,0,86,4.7,560,10:59,-0.3
447,Ladislav Kohn,25,RW,ATL,26,3,4,7,-12,44,2,0,1,0,3,1,0,43,7.0,354,13:38,-0.1
