,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,PS
222,Steve Eminger,23,D,WSH,68,1,16,17,-14,63,1,0,0,0,13,0,3,27,3.7,1288,18:56,1.6
223,Martin Erat,25,LW,NSH,68,16,41,57,13,50,10,5,1,3,28,13,0,132,12.1,1290,18:59,5.5
224,Anders Eriksson,32,D,CBJ,79,0,23,23,12,46,0,0,0,0,14,8,1,78,0.0,1596,20:12,5.5
225,Loui Eriksson,21,LW,DAL,59,6,13,19,-3,18,4,2,0,0,10,3,0,78,7.7,778,13:11,1.3
226,John Erskine,26,D,WSH,29,1,6,7,-13,69,1,0,0,0,4,1,1,14,7.1,523,18:03,0.1
227,Garnet Exelby,25,D,ATL,58,2,8,10,2,56,1,0,1,0,8,0,0,57,3.5,1044,18:00,2.2
228,Jim Fahey,27,D,NJD,13,0,1,1,0,2,0,0,0,0,1,0,0,7,0.0,140,10:47,0.4
229,Drew Fata,23,D,NYI,3,1,0,1,-2,5,1,0,0,0,0,0,0,1,100.0,31,10:17,0.1
230,Rico Fata,26,LW,WSH,10,1,1,2,3,2,1,0,0,0,1,0,0,15,6.7,104,10:26,0.2
231,Sergei Fedorov,37,C,CBJ,73,18,24,42,-7,56,9,7,2,2,11,11,2,163,11.0,1455,19:56,3.6
232,Todd Fedoruk,27,LW,TOT,58,3,11,14,-9,120,3,0,0,0,11,0,0,30,10.0,509,8:47,0.5
233,Todd Fedoruk,27,LW,PHI,48,3,8,11,-11,84,3,0,0,0,8,0,0,28,10.7,434,9:03,0.3
234,Todd Fedoruk,27,LW,ANA,10,0,3,3,2,36,0,0,0,0,3,0,0,2,0.0,75,7:30,0.3
235,Ruslan Fedotenko,28,LW,TBL,80,12,20,32,-3,52,10,2,0,1,16,4,0,154,7.8,1301,16:15,2.2
236,Eric Fehr,21,RW,WSH,14,2,1,3,3,8,2,0,0,1,1,0,0,25,8.0,150,10:43,0.4
237,Andrew Ference,27,D,TOT,80,3,12,15,5,97,2,1,0,0,6,4,2,80,3.8,1580,19:45,3.5
238,Andrew Ference,27,D,CGY,54,2,10,12,7,66,1,1,0,0,4,4,2,51,3.9,998,18:29,2.5
239,Andrew Ference,27,D,BOS,26,1,2,3,-2,31,1,0,0,0,2,0,0,29,3.4,581,22:22,0.9
240,Brad Ference,27,D,CGY,5,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,59,11:46,0.0
241,Vernon Fiddler,26,C,NSH,72,11,15,26,11,40,10,0,1,1,15,0,0,90,12.2,981,13:38,2.3
242,Valtteri Filppula,22,C,DET,73,10,7,17,8,20,10,0,0,1,7,0,0,76,13.2,822,11:16,1.6
243,Jeff Finger,27,D,COL,22,1,4,5,10,11,1,0,0,0,4,0,0,16,6.3,304,13:48,1.6
244,Patrick Fischer,31,C,PHX,27,4,6,10,0,24,4,0,0,1,6,0,0,32,12.5,293,10:51,0.9
245,Mike Fisher,26,C,OTT,68,22,26,48,15,41,13,7,2,3,19,5,2,193,11.4,1253,18:25,5.1
246,Rory Fitzpatrick,32,D,VAN,58,1,6,7,12,46,1,0,0,1,4,0,2,41,2.4,817,14:06,3.0
247,Tomas Fleischmann,22,C,WSH,29,4,4,8,-6,8,3,1,0,1,4,0,0,52,7.7,337,11:38,0.4
248,Adam Foote,35,D,CBJ,59,3,9,12,-17,71,1,2,0,0,4,5,0,78,3.8,1459,24:44,2.2
249,Peter Forsberg,33,C,TOT,57,13,42,55,7,88,7,6,0,3,23,19,0,99,13.1,1043,18:18,5.4
250,Peter Forsberg,33,C,PHI,40,11,29,40,2,72,6,5,0,2,16,13,0,63,17.5,710,17:44,4.1
251,Peter Forsberg,33,C,NSH,17,2,13,15,5,16,1,1,0,1,7,6,0,36,5.6,333,19:36,1.3
252,Kurtis Foster,25,D,MIN,57,3,20,23,-3,52,3,0,0,0,7,13,0,135,2.2,1025,17:59,4.1
253,Matt Foy,23,RW,MIN,9,0,0,0,-1,4,0,0,0,0,0,0,0,6,0.0,65,7:11,-0.1
254,Johan Franzen,27,C,DET,69,10,20,30,20,37,9,0,1,2,16,1,3,151,6.6,1076,15:35,3.0
255,Colin Fraser,22,C,CHI,1,0,0,0,-1,2,0,0,0,0,0,0,0,0,,3,3:18,0.0
256,Mark Fraser,20,D,NJD,7,0,0,0,-1,7,0,0,0,0,0,0,0,1,0.0,25,3:34,0.0
257,Jeff Friesen,30,LW,CGY,72,6,6,12,-2,34,5,0,1,0,4,1,1,55,10.9,877,12:11,0.0
258,Dan Fritsche,21,C,CBJ,59,12,15,27,3,35,6,5,1,4,12,3,0,81,14.8,828,14:02,2.8
259,Alex Frolov,24,LW,LAK,82,35,36,71,-8,34,24,10,1,6,16,18,2,195,17.9,1635,19:56,7.4
260,Michael Funk,20,D,BUF,5,0,2,2,2,0,0,0,0,0,2,0,0,1,0.0,17,3:26,0.4
261,Marian Gaborik,24,RW,MIN,48,30,27,57,12,40,17,12,1,7,17,10,0,196,15.3,942,19:38,8.1
262,Simon Gagne,26,LW,PHI,76,41,27,68,2,30,26,13,2,4,18,8,1,291,14.1,1599,21:02,8.6
263,Paul Gaustad,24,C,BUF,54,9,13,22,11,74,6,3,0,0,7,5,1,75,12.0,719,13:19,1.9
264,Denis Gauthier,30,D,PHI,43,0,4,4,-11,45,0,0,0,0,2,0,2,23,0.0,716,16:39,0.3
265,Gabe Gauthier,23,LW,LAK,5,0,0,0,-1,2,0,0,0,0,0,0,0,6,0.0,50,9:57,-0.1
266,Martin Gelinas,36,LW,FLA,82,14,30,44,7,36,7,7,0,1,24,6,0,171,8.2,1101,13:26,4.1
267,Carsen Germyn,24,C,CGY,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,17,8:26,0.0
268,Bruno Gervais,22,D,NYI,51,0,6,6,-10,28,0,0,0,0,3,3,0,47,0.0,784,15:23,0.3
269,Ryan Getzlaf,21,C,ANA,82,25,33,58,17,66,13,11,1,6,13,20,0,203,12.3,1235,15:04,7.0
270,Tom Gilbert,24,D,EDM,12,1,5,6,-1,0,1,0,0,0,4,1,0,13,7.7,241,20:05,1.1
271,Hal Gill,31,D,TOR,82,6,14,20,11,91,6,0,0,1,13,0,1,79,7.6,1549,18:53,4.2
272,Brian Gionta,28,RW,NJD,62,25,20,45,-3,36,14,11,0,4,13,7,0,194,12.9,1167,18:49,5.3
273,Mark Giordano,23,D,CGY,48,7,8,15,7,36,4,3,0,2,6,2,0,49,14.3,645,13:27,3.2
274,Dan Girardi,22,D,NYR,34,0,6,6,7,8,0,0,0,0,5,0,1,33,0.0,538,15:50,1.9
275,Alexandre Giroux,25,C,WSH,9,2,2,4,-4,2,2,0,0,0,1,1,0,11,18.2,92,10:11,0.3
276,Tim Gleason,24,D,CAR,57,2,4,6,-10,57,1,1,0,0,2,1,1,72,2.8,1076,18:53,1.1
277,Curtis Glencross,24,LW,TOT,9,1,0,1,-5,2,1,0,0,0,0,0,0,8,12.5,82,9:09,-0.1
278,Curtis Glencross,24,LW,CBJ,7,0,0,0,-4,0,0,0,0,0,0,0,0,3,0.0,61,8:43,-0.3
279,Curtis Glencross,24,LW,ANA,2,1,0,1,-1,2,1,0,0,0,0,0,0,5,20.0,21,10:43,0.1
280,Rob Globke,24,C,FLA,19,0,1,1,-3,0,0,0,0,0,1,0,0,15,0.0,115,6:04,-0.3
281,Mike Glumac,26,C,STL,3,0,1,1,1,0,0,0,0,0,1,0,0,4,0.0,25,8:24,0.1
282,Marcel Goc,23,C,SJS,78,5,8,13,-2,24,4,0,1,0,8,0,0,96,5.2,937,12:01,0.3
283,Eric Godard,26,RW,CGY,19,0,1,1,0,50,0,0,0,0,1,0,0,3,0.0,72,3:47,0.0
284,Steven Goertzen,22,RW,CBJ,7,0,0,0,0,10,0,0,0,0,0,0,0,1,0.0,37,5:21,-0.1
285,Scott Gomez,27,C,NJD,72,13,47,60,7,42,9,4,0,1,28,19,0,248,5.2,1363,18:56,5.7
286,Sergei Gonchar,32,D,PIT,82,13,54,67,-5,72,2,10,1,3,14,38,2,191,6.8,2178,26:34,9.6
287,Boyd Gordon,23,RW,WSH,71,7,22,29,10,14,5,0,2,0,18,0,4,104,6.7,1127,15:53,2.0
288,Lee Goren,29,RW,VAN,2,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,23,11:21,-0.1
289,Josh Gorges,22,D,TOT,54,1,3,4,-4,26,1,0,0,0,1,2,0,40,2.5,924,17:06,1.5
290,Josh Gorges,22,D,SJS,47,1,3,4,-3,26,1,0,0,0,1,2,0,37,2.7,836,17:48,1.5
291,Josh Gorges,22,D,MTL,7,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,87,12:28,0.0
292,David Gove,28,LW,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3:16,0.0
293,Mikhail Grabovski,23,C,MTL,3,0,0,0,-2,0,0,0,0,0,0,0,0,5,0.0,40,13:18,-0.1
294,Triston Grant,22,LW,PHI,8,0,1,1,-1,10,0,0,0,0,1,0,0,3,0.0,36,4:32,0.0
295,Chris Gratton,31,C,FLA,81,13,22,35,1,94,12,1,0,1,21,1,0,131,9.9,980,12:06,3.0
296,Josh Gratton,24,LW,PHX,52,1,1,2,-9,188,1,0,0,0,1,0,0,29,3.4,307,5:54,-0.6
297,Josh Green,29,C,VAN,57,2,5,7,0,25,2,0,0,2,4,0,1,74,2.7,650,11:25,-0.1
298,Mike Green,21,D,WSH,70,2,10,12,-10,36,2,0,0,0,4,6,0,68,2.9,1084,15:29,1.3
299,Travis Green,36,C,TOT,31,1,1,2,4,27,1,0,0,0,1,0,0,22,4.5,276,8:54,-0.1
300,Travis Green,36,C,TOR,24,0,0,0,1,21,0,0,0,0,0,0,0,19,0.0,220,9:10,-0.4
301,Travis Green,36,C,ANA,7,1,1,2,3,6,1,0,0,0,1,0,0,3,33.3,56,7:58,0.3
302,Andy Greene,24,D,NJD,23,1,5,6,-1,6,0,1,0,0,4,1,0,23,4.3,328,14:15,1.2
303,Matt Greene,23,D,EDM,78,1,9,10,-22,109,1,0,0,0,7,1,1,52,1.9,1373,17:36,1.7
304,Martin Grenier,26,D,PHI,3,0,0,0,-3,0,0,0,0,0,0,0,0,0,,14,4:40,-0.2
305,Mike Grier,32,RW,SJS,81,16,17,33,-5,43,11,2,3,1,16,1,0,125,12.8,1332,16:26,2.7
306,Nicklas Grossmann,22,D,DAL,8,0,0,0,-1,4,0,0,0,0,0,0,0,8,0.0,103,12:49,0.1
307,Nate Guenin,24,D,PHI,9,0,2,2,0,4,0,0,0,0,2,0,0,0,,78,8:40,0.3
308,Bill Guerin,36,RW,TOT,77,36,20,56,10,66,27,9,0,7,13,7,0,225,16.0,1309,17:00,7.5
309,Bill Guerin,36,RW,STL,61,28,19,47,8,52,21,7,0,6,12,7,0,189,14.8,1063,17:26,6.0
310,Bill Guerin,36,RW,SJS,16,8,1,9,2,14,6,2,0,1,1,0,0,36,22.2,246,15:22,1.4
311,Ben Guite,28,RW,COL,39,3,8,11,-4,16,2,0,1,1,7,0,1,63,4.8,479,12:17,0.4
312,Niklas Hagman,27,LW,DAL,82,17,12,29,3,34,14,2,1,2,9,3,0,152,11.2,1183,14:26,3.2
313,Ron Hainsey,25,D,CBJ,80,9,25,34,-19,69,2,7,0,0,9,16,0,136,6.6,1831,22:53,5.5
314,David Hale,25,D,TOT,54,0,1,1,0,36,0,0,0,0,1,0,0,33,0.0,590,10:55,1.0
315,David Hale,25,D,NJD,43,0,1,1,2,26,0,0,0,0,1,0,0,21,0.0,416,9:41,1.0
316,David Hale,25,D,CGY,11,0,0,0,-2,10,0,0,0,0,0,0,0,12,0.0,174,15:47,-0.1
317,Adam Hall,26,RW,TOT,72,6,11,17,-11,26,3,3,0,0,7,3,1,103,5.8,891,12:23,0.5
318,Adam Hall,26,RW,NYR,49,4,8,12,-13,18,1,3,0,0,4,3,1,61,6.6,610,12:27,0.1
319,Adam Hall,26,RW,MIN,23,2,3,5,2,8,2,0,0,0,3,0,0,42,4.8,281,12:13,0.4
320,Jeff Halpern,30,C,DAL,76,8,17,25,-7,78,7,1,0,4,14,3,0,106,7.5,1277,16:48,1.3
321,Denis Hamel,29,LW,TOT,53,5,3,8,0,10,5,0,0,0,3,0,0,42,11.9,322,6:05,0.7
322,Denis Hamel,29,LW,OTT,43,4,3,7,4,10,4,0,0,0,3,0,0,36,11.1,242,5:38,0.8
323,Denis Hamel,29,LW,PHI,7,0,0,0,-4,0,0,0,0,0,0,0,0,3,0.0,49,6:58,-0.2
324,Denis Hamel,29,LW,ATL,3,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,31,10:25,0.2
325,Dan Hamhuis,24,D,NSH,81,6,14,20,8,66,6,0,0,1,14,0,0,84,7.1,1728,21:20,4.7
326,Jeff Hamilton,29,C,CHI,70,18,21,39,-4,22,15,3,0,4,10,11,0,138,13.0,905,12:56,4.3
327,Roman Hamrlik,32,D,CGY,75,7,31,38,22,88,6,1,0,1,13,17,1,125,5.6,1865,24:52,7.4
328,Michal Handzus,29,C,CHI,8,3,5,8,4,6,2,1,0,0,2,3,0,9,33.3,168,20:59,1.0
329,Scott Hannan,28,D,SJS,79,4,20,24,1,38,3,0,1,1,15,5,0,79,5.1,1803,22:49,5.6
330,Jay Harrison,24,D,TOR,5,0,0,0,-5,6,0,0,0,0,0,0,0,3,0.0,42,8:22,-0.4
331,Peter Harrold,23,D,LAK,12,0,2,2,0,8,0,0,0,0,2,0,0,11,0.0,182,15:12,0.4
332,Mark Hartigan,29,C,TOT,12,1,2,3,1,6,0,1,0,0,0,2,0,15,6.7,129,10:46,0.2
333,Mark Hartigan,29,C,CBJ,6,1,2,3,2,2,0,1,0,0,0,2,0,11,9.1,83,13:51,0.4
334,Mark Hartigan,29,C,ANA,6,0,0,0,-1,4,0,0,0,0,0,0,0,4,0.0,46,7:41,-0.1
335,Scott Hartnell,24,RW,NSH,64,22,17,39,19,96,12,10,0,2,15,1,1,150,14.7,1006,15:43,5.0
336,Derian Hatcher,34,D,PHI,82,3,6,9,-24,67,0,3,0,1,5,1,0,81,3.7,1941,23:40,1.5
337,Niclas Havelid,33,D,ATL,77,3,18,21,-2,52,2,1,0,1,10,7,1,82,3.7,1946,25:16,3.7
338,Martin Havlat,25,RW,CHI,56,25,32,57,15,28,20,5,0,1,20,11,1,176,14.2,1198,21:24,7.1
339,Darren Haydar,27,RW,ATL,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,32,8:01,-0.1
340,Dany Heatley,26,RW,OTT,82,50,55,105,31,74,30,17,3,10,32,22,1,310,16.1,1725,21:02,13.4
341,Jochen Hecht,29,C,BUF,76,19,37,56,19,39,16,3,0,1,30,6,1,197,9.6,1432,18:51,5.1
342,Bret Hedican,36,D,CAR,50,0,10,10,-8,36,0,0,0,0,6,4,0,44,0.0,998,19:58,1.4
343,Jan Hejda,28,D,EDM,39,1,8,9,-6,20,1,0,0,1,8,0,0,33,3.0,795,20:23,1.9
344,Milan Hejduk,30,RW,COL,80,35,35,70,10,44,22,12,1,6,23,12,0,257,13.6,1430,17:53,8.4
345,Timo Helbling,25,D,WSH,2,0,0,0,-1,2,0,0,0,0,0,0,0,0,,24,12:00,-0.1
346,Ales Hemsky,23,RW,EDM,64,13,40,53,-7,40,8,5,0,1,20,20,0,122,10.7,1087,16:59,4.9
347,Josh Hennessy,21,C,OTT,10,1,0,1,0,4,1,0,0,0,0,0,0,6,16.7,57,5:39,0.1
348,Jamie Heward,35,D,TOT,71,6,18,24,2,47,3,3,0,1,10,7,1,75,8.0,1226,17:16,4.2
349,Jamie Heward,35,D,WSH,52,4,12,16,4,27,2,2,0,1,7,4,1,50,8.0,851,16:22,3.0
350,Jamie Heward,35,D,LAK,19,2,6,8,-2,20,1,1,0,0,3,3,0,25,8.0,375,19:44,1.2
351,Chris Higgins,23,C,MTL,61,22,16,38,-11,26,11,8,3,3,9,7,0,159,13.8,1092,17:54,4.0
352,Andy Hilbert,25,C,NYI,81,8,20,28,10,34,8,0,0,1,19,0,1,164,4.9,931,11:30,2.2
353,Sean Hill,36,D,NYI,81,1,24,25,6,110,1,0,0,0,12,12,0,88,1.1,1826,22:33,4.3
354,Dan Hinote,30,RW,STL,41,5,5,10,-8,23,5,0,0,1,3,0,2,37,13.5,536,13:04,0.2
355,Shane Hnidy,31,D,ATL,72,5,7,12,15,63,4,0,1,1,7,0,0,86,5.8,1126,15:38,3.8
356,Jeff Hoggan,28,RW,BOS,46,0,2,2,-8,33,0,0,0,0,2,0,0,53,0.0,325,7:04,-0.7
357,Bobby Holik,36,C,ATL,82,11,18,29,-3,86,8,2,1,1,16,2,0,190,5.8,1307,15:56,1.6
358,Ryan Hollweg,23,C,NYR,78,1,2,3,-11,131,1,0,0,0,2,0,0,63,1.6,643,8:14,-1.1
359,Michael Holmqvist,27,C,CHI,63,6,7,13,-5,31,5,1,0,0,7,0,0,80,7.5,868,13:47,0.3
360,Tomas Holmstrom,34,LW,DET,77,30,22,52,13,58,17,13,0,5,16,6,0,176,17.0,1171,15:13,6.9
361,Shawn Horcoff,28,C,EDM,80,16,35,51,-22,56,11,5,0,5,17,18,0,168,9.5,1666,20:50,3.6
362,Darcy Hordichuk,26,LW,NSH,53,1,3,4,-2,90,1,0,0,0,3,0,0,22,4.5,255,4:48,-0.1
363,Nathan Horton,21,C,FLA,82,31,31,62,15,61,23,7,1,3,25,6,0,217,14.3,1481,18:04,7.3
364,Marcel Hossa,25,LW,NYR,64,10,8,18,-4,26,7,3,0,2,6,1,1,83,12.0,797,12:27,1.4
365,Marian Hossa,28,RW,ATL,82,43,57,100,18,49,23,17,3,5,29,27,1,340,12.6,1778,21:41,12.4
366,Jiri Hudler,23,C,DET,76,15,10,25,16,36,12,3,0,4,8,2,0,107,14.0,763,10:02,3.4
367,Jamie Hunt,22,D,WSH,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,6,6:01,-0.1
368,Trent Hunter,26,RW,NYI,77,20,15,35,5,22,14,5,1,2,10,4,1,168,11.9,1232,16:00,3.4
369,Kristian Huselius,28,LW,CGY,81,34,43,77,21,26,18,14,2,6,21,20,2,173,19.7,1408,17:23,9.4
370,Kent Huskins,27,D,ANA,33,0,3,3,-3,14,0,0,0,0,2,1,0,16,0.0,464,14:04,0.6
371,Matt Hussey,27,C,DET,5,0,0,0,0,2,0,0,0,0,0,0,0,6,0.0,28,5:38,-0.1
372,Andrew Hutchinson,26,D,CAR,41,3,11,14,0,30,1,2,0,0,5,6,0,45,6.7,501,12:13,2.2
373,Jarome Iginla,29,RW,CGY,70,39,55,94,12,40,25,13,1,7,35,20,0,264,14.8,1544,22:04,11.1
374,Jarkko Immonen,24,C,NYR,14,1,5,6,-2,4,1,0,0,1,3,2,0,14,7.1,145,10:22,0.4
375,Brad Isbister,29,LW,NYR,19,1,4,5,5,14,0,1,0,0,4,0,0,36,2.8,259,13:36,0.4
376,Raitis Ivanans,28,LW,LAK,66,4,4,8,-12,140,4,0,0,0,4,0,0,37,10.8,461,6:59,-0.1
377,Greg Jacina,24,C,FLA,3,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,21,6:52,-0.1
378,Barret Jackman,25,D,STL,70,3,24,27,20,82,2,1,0,1,22,1,1,86,3.5,1505,21:30,5.8
379,Ric Jackman,28,D,TOT,31,2,10,12,0,20,1,1,0,1,5,5,0,36,5.6,425,13:42,1.9
380,Ric Jackman,28,D,ANA,24,1,10,11,3,10,0,1,0,0,5,5,0,23,4.3,351,14:38,1.9
381,Ric Jackman,28,D,FLA,7,1,0,1,-3,10,1,0,0,1,0,0,0,13,7.7,74,10:31,0.0
382,Tim Jackman,25,RW,LAK,5,0,0,0,-1,10,0,0,0,0,0,0,0,3,0.0,33,6:36,-0.1
383,Jean-Francois Jacques,21,LW,EDM,37,0,0,0,-11,33,0,0,0,0,0,0,0,23,0.0,293,7:55,-0.9
384,Jaromir Jagr,34,RW,NYR,82,30,66,96,26,78,23,7,0,5,32,34,0,324,9.3,1784,21:46,11.0
385,Doug Janik,26,D,TBL,75,2,9,11,-11,53,2,0,0,0,9,0,0,49,4.1,1085,14:28,1.5
386,Cam Janssen,22,RW,NJD,48,1,0,1,-2,114,1,0,0,0,0,0,0,9,11.1,197,4:06,-0.1
387,Aaron Johnson,23,D,CBJ,61,3,7,10,-9,38,3,0,0,0,6,1,0,52,5.8,776,12:44,1.7
388,Jack Johnson,20,D,LAK,5,0,0,0,-5,18,0,0,0,0,0,0,0,5,0.0,107,21:23,-0.3
389,Mike Johnson,32,RW,MTL,80,11,20,31,6,40,8,1,2,1,17,2,1,131,8.4,1231,15:23,2.6
390,Ryan Johnson,30,C,STL,59,7,4,11,-7,47,5,0,2,0,4,0,0,50,14.0,729,12:21,0.2
391,Kim Johnsson,30,D,MIN,76,3,19,22,-4,64,0,3,0,0,9,10,0,98,3.1,1790,23:33,5.2
392,Jussi Jokinen,23,LW,DAL,82,14,34,48,8,18,8,6,0,1,19,15,0,121,11.6,1140,13:54,5.1
393,Olli Jokinen,28,C,FLA,82,39,52,91,18,78,29,9,1,8,33,19,0,351,11.1,1684,20:32,10.8
394,Blair Jones,20,C,TBL,20,1,2,3,0,2,1,0,0,0,2,0,0,6,16.7,115,5:46,0.2
395,Matt Jones,23,D,PHX,45,1,6,7,-12,39,1,0,0,0,5,0,1,20,5.0,737,16:23,0.6
396,Randy Jones,25,D,PHI,66,4,18,22,-14,38,4,0,0,0,12,5,1,67,6.0,1062,16:06,2.8
397,Lars Jonsson,25,D,PHI,8,0,2,2,-4,6,0,0,0,0,0,2,0,4,0.0,99,12:25,0.0
398,Ed Jovanovski,30,D,PHX,54,11,18,29,-6,63,5,6,0,1,9,8,1,135,8.1,1250,23:09,4.9
399,Milan Jurcina,23,D,TOT,70,4,8,12,0,44,4,0,0,1,7,1,0,71,5.6,1122,16:02,2.6
400,Milan Jurcina,23,D,BOS,40,2,1,3,-5,20,2,0,0,1,1,0,0,29,6.9,428,10:42,0.6
401,Milan Jurcina,23,D,WSH,30,2,7,9,5,24,2,0,0,0,6,1,0,42,4.8,694,23:09,2.0
402,Frantisek Kaberle,33,D,CAR,27,2,6,8,8,20,1,1,0,1,4,2,0,33,6.1,419,15:32,2.1
403,Tomas Kaberle,28,D,TOR,74,11,47,58,3,20,9,2,0,1,18,28,1,128,8.6,1915,25:52,8.2
404,Alexei Kaigorodov,23,C,OTT,6,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,29,4:53,0.1
405,Patrick Kaleta,20,RW,BUF,7,0,2,2,3,21,0,0,0,0,2,0,0,6,0.0,48,6:49,0.2
406,Dmitri Kalinin,26,D,BUF,82,7,22,29,19,36,6,0,1,0,19,3,0,86,8.1,1600,19:31,5.0
407,Petr Kalus,19,RW,BOS,9,4,1,5,0,6,3,1,0,0,1,0,0,8,50.0,101,11:16,0.8
408,Boyd Kane,28,LW,PHI,15,0,2,2,-4,28,0,0,0,0,2,0,0,7,0.0,104,6:58,-0.1
409,Niko Kapanen,28,C,TOT,79,6,16,22,-23,28,4,2,0,1,11,5,0,79,7.6,979,12:24,0.2
410,Niko Kapanen,28,C,ATL,60,4,9,13,-12,20,3,1,0,0,9,0,0,51,7.8,645,10:45,0.1
411,Niko Kapanen,28,C,PHX,19,2,7,9,-11,8,1,1,0,1,2,5,0,28,7.1,334,17:36,0.1
412,Sami Kapanen,33,RW,PHI,77,11,14,25,-21,22,8,1,2,1,11,1,2,129,8.5,1307,16:58,0.6
413,Paul Kariya,32,LW,NSH,82,24,52,76,6,36,19,5,0,2,32,20,0,224,10.7,1671,20:23,7.2
414,Andreas Karlsson,31,C,TBL,53,3,6,9,-4,12,3,0,0,1,5,1,0,25,12.0,446,8:25,0.3
415,Darius Kasparaitis,34,D,NYR,24,2,2,4,-1,30,2,0,0,0,2,0,0,9,22.2,357,14:52,1.0
416,Duncan Keith,23,D,CHI,82,2,29,31,0,76,2,0,0,0,23,4,2,122,1.6,1935,23:36,5.6
417,Matt Keith,23,RW,CHI,2,0,0,0,-2,4,0,0,0,0,0,0,0,0,,19,9:33,-0.1
418,Chris Kelly,26,C,OTT,82,15,23,38,28,40,12,1,2,0,19,1,3,131,11.5,1255,15:18,3.9
419,Ryan Kesler,22,C,VAN,48,6,10,16,1,40,6,0,0,0,10,0,0,88,6.8,789,16:26,1.1
420,Phil Kessel,19,RW,BOS,70,11,18,29,-12,12,10,1,0,0,14,4,0,170,6.5,984,14:04,2.0
421,Chad Kilger,30,LW,TOR,82,14,14,28,-5,58,13,0,1,2,14,0,0,141,9.9,1189,14:30,1.6
422,D.J. King,22,LW,STL,27,1,1,2,-3,52,1,0,0,0,1,0,0,12,8.3,149,5:31,-0.1
423,Ken Klee,35,D,COL,81,3,16,19,18,68,3,0,0,0,15,0,1,90,3.3,1671,20:38,4.8
424,Kevin Klein,22,D,NSH,3,1,0,1,3,0,1,0,0,0,0,0,0,2,50.0,50,16:37,0.5
425,Jon Klemm,37,D,DAL,38,1,2,3,0,24,1,0,0,0,2,0,0,25,4.0,496,13:03,1.3
426,Jakub Klepis,22,C,WSH,41,3,7,10,-2,28,3,0,0,0,4,3,0,38,7.9,408,9:58,0.5
427,Rostislav Klesla,24,D,CBJ,75,9,13,22,-13,105,7,2,0,0,10,3,0,159,5.7,1718,22:54,4.6
428,Mike Knuble,34,RW,PHI,64,24,30,54,2,56,14,10,0,1,22,8,0,160,15.0,1256,19:38,6.0
429,Chuck Kobasew,24,RW,TOT,50,5,14,19,1,62,3,2,0,1,8,6,0,93,5.4,717,14:20,1.1
430,Chuck Kobasew,24,RW,CGY,40,4,13,17,7,37,3,1,0,1,7,6,0,69,5.8,528,13:13,1.4
431,Chuck Kobasew,24,RW,BOS,10,1,1,2,-6,25,0,1,0,0,1,0,0,24,4.2,189,18:51,-0.2
432,David Koci,25,LW,CHI,9,0,0,0,-3,88,0,0,0,0,0,0,0,3,0.0,43,4:44,-0.2
433,Mikko Koivu,23,C,MIN,82,20,34,54,6,58,9,9,2,2,23,10,1,162,12.3,1433,17:29,5.8
434,Saku Koivu,32,C,MTL,81,22,53,75,-21,74,10,11,1,4,19,32,2,154,14.3,1467,18:07,6.9
435,Juraj Kolnik,26,RW,FLA,64,11,14,25,2,18,11,0,0,1,12,2,0,113,9.7,774,12:05,2.3
436,Mike Komisarek,25,D,MTL,82,4,15,19,7,96,2,0,2,1,13,0,2,78,5.1,1580,19:16,4.8
437,Zenon Konopka,26,C,CBJ,6,0,0,0,-2,20,0,0,0,0,0,0,0,2,0.0,30,5:00,-0.1
438,Tomas Kopecky,24,RW,DET,26,1,0,1,-2,22,1,0,0,0,0,0,0,27,3.7,189,7:15,-0.2
439,Anze Kopitar,19,C,LAK,72,20,41,61,-12,24,11,7,2,1,19,22,0,193,10.4,1479,20:32,5.0
440,Andrei Kostitsyn,21,LW,MTL,22,1,10,11,3,6,1,0,0,0,9,1,0,38,2.6,292,13:17,0.9
441,Tom Kostopoulos,28,RW,LAK,76,7,15,22,-2,73,7,0,0,0,14,0,1,90,7.8,879,11:34,1.3
442,Ales Kotalik,28,RW,BUF,66,16,22,38,-5,46,13,3,0,4,14,8,0,162,9.9,958,14:31,3.1
443,Ilya Kovalchuk,23,LW,ATL,82,42,34,76,-2,66,24,18,0,7,20,14,0,336,12.5,1765,21:32,9.0
444,Alex Kovalev,33,RW,MTL,73,18,29,47,-19,78,10,8,0,5,14,14,1,197,9.1,1332,18:15,3.8
445,Viktor Kozlov,31,C,NYI,81,25,26,51,12,28,20,5,0,4,18,7,1,165,15.2,1330,16:25,5.6
446,Vyacheslav Kozlov,34,LW,ATL,81,28,52,80,9,36,20,8,0,8,21,29,2,190,14.7,1660,20:29,8.6
