,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,PS
896,Danny Syvret,21,D,EDM,16,0,1,1,-10,6,0,0,0,0,1,0,0,15,0.0,296,18:28,-0.2
897,Jeff Taffe,25,LW,PHX,17,4,2,6,-7,2,3,1,0,0,0,2,0,34,11.8,241,14:12,0.3
898,Maxime Talbot,22,C,PIT,75,13,11,24,-2,53,9,0,4,4,10,1,0,88,14.8,1042,13:54,1.7
899,Barry Tallackson,23,RW,NJD,3,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,36,12:06,-0.1
900,Henrik Tallinder,28,D,BUF,47,4,10,14,19,34,4,0,0,0,10,0,0,34,11.8,993,21:07,3.3
901,Jeff Tambellini,22,LW,NYI,23,2,7,9,6,6,2,0,0,0,7,0,0,20,10.0,166,7:14,1.0
902,David Tanabe,26,D,CAR,60,5,12,17,5,44,3,2,0,0,8,4,0,83,6.0,1068,17:48,3.7
903,Alex Tanguay,27,LW,CGY,81,22,59,81,12,44,17,5,0,0,43,16,0,107,20.6,1431,17:40,8.2
904,Nick Tarnasky,22,C,TBL,77,5,4,9,-6,80,5,0,0,1,4,0,0,41,12.2,500,6:30,0.3
905,Tim Taylor,37,C,TBL,71,1,5,6,-5,16,1,0,0,1,5,0,0,59,1.7,562,7:55,-0.5
906,Petr Tenkrat,29,RW,BOS,64,9,5,14,-16,34,7,2,0,1,4,1,0,82,11.0,801,12:31,0.4
907,Bill Thomas,23,RW,PHX,24,8,6,14,-6,2,4,4,0,1,3,3,0,60,13.3,324,13:29,1.4
908,Nate Thompson,22,C,BOS,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,19,4:46,0.0
909,Chris Thorburn,23,C,PIT,39,3,2,5,1,69,3,0,0,1,2,0,0,40,7.5,308,7:54,0.3
910,Patrick Thoresen,23,LW,EDM,68,4,12,16,-1,52,3,0,1,2,10,2,0,73,5.5,777,11:25,0.9
911,Joe Thornton,27,C,SJS,82,22,92,114,24,44,12,10,0,5,48,44,0,213,10.3,1666,20:19,12.2
912,Scott Thornton,36,LW,LAK,58,7,6,13,-15,85,6,0,1,0,4,1,1,65,10.8,719,12:24,0.1
913,Shawn Thornton,29,LW,ANA,48,2,7,9,3,88,2,0,0,0,6,1,0,60,3.3,405,8:26,0.5
914,Jussi Timonen,23,D,PHI,14,0,4,4,-10,6,0,0,0,0,4,0,0,8,0.0,199,14:11,-0.2
915,Kimmo Timonen,31,D,NSH,80,13,42,55,20,42,5,8,0,2,23,18,1,121,10.7,1748,21:51,9.9
916,Daniel Tjarnqvist,30,D,EDM,37,3,12,15,3,30,1,2,0,0,7,4,1,33,9.1,840,22:42,3.5
917,Mathias Tjarnqvist,27,LW,TOT,44,6,7,13,-5,6,5,0,1,0,7,0,0,44,13.6,552,12:33,0.8
918,Mathias Tjarnqvist,27,LW,PHX,26,5,4,9,-2,2,4,0,1,0,4,0,0,31,16.1,386,14:50,0.7
919,Mathias Tjarnqvist,27,LW,DAL,18,1,3,4,-3,4,1,0,0,0,3,0,0,13,7.7,166,9:15,0.2
920,Keith Tkachuk,34,LW,TOT,79,27,31,58,11,126,17,10,0,4,21,9,1,196,13.8,1382,17:29,6.6
921,Keith Tkachuk,34,LW,STL,61,20,23,43,3,92,12,8,0,1,18,5,0,160,12.5,1063,17:26,4.6
922,Keith Tkachuk,34,LW,ATL,18,7,8,15,8,34,5,2,0,3,3,4,1,36,19.4,318,17:41,2.0
923,Ole-Kristian Tollefsen,22,D,CBJ,70,2,3,5,2,123,1,1,0,0,3,0,0,39,5.1,996,14:14,2.3
924,Jordin Tootoo,23,RW,NSH,65,3,6,9,-11,116,3,0,0,0,6,0,0,77,3.9,546,8:24,-0.3
925,Raffi Torres,25,LW,EDM,82,15,19,34,-7,88,14,1,0,0,19,0,0,154,9.7,1175,14:19,3.1
926,Yannick Tremblay,31,D,VAN,12,1,2,3,-6,12,0,1,0,0,0,2,0,30,3.3,153,12:44,0.2
927,Darcy Tucker,31,RW,TOR,56,24,19,43,-11,81,9,15,0,6,13,6,0,143,16.8,996,17:47,4.4
928,Lauri Tukonen,20,RW,LAK,4,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,26,6:33,-0.1
929,Pierre Turgeon,37,C,COL,17,4,3,7,-1,10,3,1,0,0,1,2,0,31,12.9,173,10:10,0.8
930,Oleg Tverdovsky,30,D,LAK,26,0,4,4,-10,10,0,0,0,0,2,2,0,26,0.0,308,11:50,-0.1
931,Fedor Tyutin,23,D,NYR,66,2,12,14,-8,44,0,1,1,0,10,1,1,75,2.7,1322,20:02,2.7
932,R.J. Umberger,24,C,PHI,81,16,12,28,-32,41,12,2,2,1,8,1,3,134,11.9,1178,14:32,1.2
933,Scottie Upshall,23,RW,TOT,32,8,8,16,3,26,6,1,1,4,6,2,0,87,9.2,472,14:45,1.7
934,Scottie Upshall,23,RW,PHI,18,6,7,13,4,8,4,1,1,2,6,1,0,60,10.0,325,18:05,1.6
935,Scottie Upshall,23,RW,NSH,14,2,1,3,-1,18,2,0,0,2,0,1,0,27,7.4,147,10:28,0.2
936,Ossi Vaananen,26,D,COL,74,2,6,8,6,69,2,0,0,1,6,0,0,32,6.3,1060,14:20,2.2
937,Mike Van Ryn,27,D,FLA,78,4,25,29,-5,64,3,1,0,0,15,9,1,121,3.3,1649,21:08,4.1
938,Jim Vandermeer,26,D,CHI,46,1,6,7,-3,53,1,0,0,0,5,1,0,50,2.0,820,17:50,1.5
939,Thomas Vanek,23,LW,BUF,82,43,41,84,47,40,28,15,0,5,34,7,0,237,18.1,1376,16:47,11.6
940,Josef Vasicek,26,C,TOT,63,6,16,22,-5,51,6,0,0,0,12,3,1,77,7.8,843,13:23,1.1
941,Josef Vasicek,26,C,NSH,38,4,9,13,1,29,4,0,0,0,8,1,0,47,8.5,501,13:11,0.8
942,Josef Vasicek,26,C,CAR,25,2,7,9,-6,22,2,0,0,0,4,2,1,30,6.7,342,13:42,0.3
943,Stephane Veilleux,25,LW,MIN,75,7,11,18,3,47,7,0,0,1,10,0,1,84,8.3,922,12:17,1.3
944,Antoine Vermette,24,C,OTT,77,19,20,39,-2,52,14,2,3,2,16,3,1,151,12.6,1210,15:42,3.3
945,J.P. Vigier,30,RW,ATL,72,5,8,13,0,27,5,0,0,0,7,0,1,83,6.0,792,11:00,0.4
946,Vitaly Vishnevski,26,D,TOT,67,3,10,13,-4,41,3,0,0,0,9,0,1,47,6.4,1154,17:13,2.2
947,Vitaly Vishnevski,26,D,ATL,52,3,9,12,-5,31,3,0,0,0,8,0,1,41,7.3,1003,19:18,1.9
948,Vitaly Vishnevski,26,D,NSH,15,0,1,1,1,10,0,0,0,0,1,0,0,6,0.0,151,10:02,0.3
949,Lubomir Visnovsky,30,D,LAK,69,18,40,58,1,26,10,8,0,0,15,25,0,159,11.3,1687,24:27,9.5
950,Marc-Edouard Vlasic,19,D,SJS,81,3,23,26,13,18,1,2,0,0,12,10,1,66,4.5,1798,22:12,6.6
951,Anton Volchenkov,24,D,OTT,78,1,18,19,37,67,1,0,0,0,13,1,4,85,1.2,1660,21:17,5.4
952,Radim Vrbata,25,RW,CHI,77,14,27,41,-4,26,9,5,0,2,20,6,1,215,6.5,1300,16:53,3.3
953,David Vyborny,32,RW,CBJ,82,16,48,64,6,60,10,6,0,2,27,21,0,158,10.1,1668,20:20,5.8
954,Matt Walker,26,D,STL,48,0,5,5,7,72,0,0,0,0,5,0,0,34,0.0,732,15:15,1.6
955,Scott Walker,33,RW,CAR,81,21,30,51,-10,45,15,6,0,6,24,6,0,183,11.5,1310,16:10,4.7
956,Niclas Wallin,31,D,CAR,67,2,8,10,-2,48,2,0,0,0,8,0,0,76,2.6,1242,18:33,2.3
957,Derrick Walser,28,D,CBJ,9,2,0,2,-1,0,0,2,0,0,0,0,0,10,20.0,110,12:14,0.5
958,Ben Walter,22,C,BOS,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,6:11,0.0
959,Wes Walz,36,C,MIN,62,9,15,24,3,30,8,0,1,1,15,0,0,77,11.7,923,14:53,2.2
960,Kyle Wanvig,26,RW,TBL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,5:12,0.0
961,Aaron Ward,34,D,TOT,80,4,12,16,-11,75,4,0,0,0,12,0,0,62,6.5,1614,20:11,3.2
962,Aaron Ward,34,D,NYR,60,3,10,13,-3,57,3,0,0,0,10,0,0,45,6.7,1182,19:42,2.9
963,Aaron Ward,34,D,BOS,20,1,2,3,-8,18,1,0,0,0,2,0,0,17,5.9,432,21:36,0.3
964,Jason Ward,28,RW,TOT,70,8,11,19,-15,40,7,0,1,1,9,1,1,108,7.4,883,12:37,0.7
965,Jason Ward,28,RW,NYR,46,4,6,10,-3,26,3,0,1,1,5,0,1,68,5.9,567,12:19,0.4
966,Jason Ward,28,RW,TBL,17,4,4,8,-11,10,4,0,0,0,3,1,0,38,10.5,283,16:38,0.3
967,Jason Ward,28,RW,LAK,7,0,1,1,-1,4,0,0,0,0,1,0,0,2,0.0,34,4:51,0.0
968,Joel Ward,26,RW,MIN,11,0,1,1,0,0,0,0,0,0,1,0,0,12,0.0,85,7:42,0.0
969,Rhett Warrener,31,D,CGY,62,4,6,10,6,67,2,1,1,1,5,0,1,31,12.9,1062,17:08,2.5
970,Mike Weaver,28,D,LAK,39,3,6,9,-4,16,2,1,0,1,6,0,0,22,13.6,598,15:20,1.5
971,Shea Weber,21,D,NSH,79,17,23,40,13,60,11,6,0,2,14,8,1,152,11.2,1532,19:23,8.1
972,Doug Weight,36,C,STL,82,16,43,59,10,56,11,5,0,3,28,15,0,123,13.0,1500,18:17,5.3
973,Mattias Weinhandl,26,RW,MIN,12,1,1,2,-2,10,1,0,0,0,1,0,0,3,33.3,78,6:28,0.1
974,Stephen Weiss,23,C,FLA,74,20,28,48,-1,28,10,10,0,1,15,11,2,176,11.4,1266,17:07,4.5
975,Noah Welch,24,D,TOT,24,2,1,3,4,24,2,0,0,0,1,0,0,18,11.1,335,13:57,1.1
976,Noah Welch,24,D,PIT,22,1,1,2,1,22,1,0,0,0,1,0,0,14,7.1,298,13:34,0.6
977,Noah Welch,24,D,FLA,2,1,0,1,3,2,1,0,0,0,0,0,0,4,25.0,36,18:08,0.5
978,Kyle Wellwood,23,C,TOR,48,12,30,42,3,0,5,7,0,2,16,14,0,99,12.1,798,16:38,4.0
979,Glen Wesley,38,D,CAR,68,1,12,13,11,56,0,0,1,1,10,1,1,51,2.0,1060,15:35,3.3
980,Duvie Westcott,29,D,CBJ,23,4,6,10,-13,18,2,2,0,1,2,4,0,34,11.8,509,22:09,1.1
981,Erik Westrum,27,C,TOR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,3:31,0.0
982,Colin White,29,D,NJD,69,0,8,8,-8,69,0,0,0,0,8,0,0,47,0.0,1550,22:28,3.0
983,Ian White,22,D,TOR,76,3,23,26,8,40,2,1,0,1,18,5,0,138,2.2,1408,18:32,4.2
984,Todd White,31,C,MIN,77,13,31,44,8,24,6,6,1,1,22,8,1,162,8.0,1326,17:13,4.3
985,Ray Whitney,34,LW,CAR,81,32,51,83,-5,46,26,6,0,6,27,24,0,215,14.9,1515,18:42,9.0
986,Ryan Whitney,23,D,PIT,81,14,45,59,9,77,5,9,0,2,20,24,1,129,10.9,1939,23:56,9.8
987,Dennis Wideman,23,D,TOT,75,6,19,25,-10,71,2,4,0,1,8,11,0,122,4.9,1458,19:26,3.7
988,Dennis Wideman,23,D,STL,55,5,17,22,-7,44,1,4,0,1,6,11,0,94,5.3,1111,20:12,3.1
989,Dennis Wideman,23,D,BOS,20,1,2,3,-3,27,1,0,0,0,2,0,0,28,3.6,347,17:20,0.6
990,Jason Williams,26,C,TOT,78,15,17,32,1,44,9,5,1,2,14,3,0,149,10.1,1203,15:26,2.8
991,Jason Williams,26,C,DET,58,11,15,26,7,24,8,3,0,2,13,2,0,111,9.9,838,14:26,2.6
992,Jason Williams,26,C,CHI,20,4,2,6,-6,20,1,2,1,0,1,1,0,38,10.5,366,18:17,0.2
993,Jeremy Williams,23,RW,TOR,1,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,7,7:18,0.2
994,Justin Williams,25,RW,CAR,82,33,34,67,-11,73,19,12,2,8,19,12,3,258,12.8,1710,20:51,6.8
995,Brian Willsie,28,RW,LAK,81,11,10,21,-20,49,9,2,0,1,8,2,0,131,8.4,1084,13:23,0.5
996,Brad Winchester,25,LW,EDM,59,4,5,9,-10,86,4,0,0,0,5,0,0,66,6.1,476,8:04,0.2
997,James Wisniewski,22,D,CHI,50,2,8,10,3,39,2,0,0,0,7,1,0,55,3.6,950,19:00,2.6
998,Brendan Witt,31,D,NYI,81,1,13,14,14,131,1,0,0,0,13,0,0,75,1.3,1753,21:39,3.7
999,Wojtek Wolski,20,LW,COL,76,22,28,50,2,14,15,7,0,2,17,10,1,165,13.3,1180,15:31,5.2
1000,Jeff Woywitka,23,D,STL,34,1,6,7,4,12,1,0,0,0,6,0,0,28,3.6,502,14:45,1.5
1001,Andy Wozniewski,26,D,TOR,15,0,2,2,-1,14,0,0,0,0,2,0,0,10,0.0,209,13:55,0.2
1002,Keith Yandle,20,D,PHX,7,0,2,2,0,8,0,0,0,0,0,2,0,10,0.0,141,20:10,0.3
1003,Alexei Yashin,33,C,NYI,58,18,32,50,6,44,13,5,0,3,16,16,0,203,8.9,990,17:04,5.2
1004,Stephane Yelle,32,C,CGY,56,10,14,24,5,32,8,1,1,1,12,0,2,55,18.2,819,14:37,2.1
1005,Jason York,36,D,BOS,49,1,7,8,-14,32,1,0,0,0,6,0,1,27,3.7,641,13:04,0.6
1006,Mike York,29,LW,TOT,66,10,11,21,-18,22,8,2,0,2,10,1,0,87,11.5,825,12:30,0.9
1007,Mike York,29,LW,PHI,34,4,4,8,-9,8,4,0,0,1,4,0,0,41,9.8,352,10:22,0.3
1008,Mike York,29,LW,NYI,32,6,7,13,-9,14,4,2,0,1,6,1,0,46,13.0,473,14:47,0.6
1009,Bryan Young,20,D,EDM,15,0,0,0,-8,10,0,0,0,0,0,0,0,2,0.0,152,10:06,-0.4
1010,Travis Zajac,21,C,NJD,80,17,25,42,1,16,11,6,0,2,19,6,0,134,12.7,1283,16:03,4.2
1011,Greg Zanon,26,D,NSH,66,3,5,8,16,32,3,0,0,0,5,0,0,43,7.0,1144,17:20,3.3
1012,Richard Zednik,31,LW,TOT,42,7,14,21,-6,18,6,1,0,1,9,5,0,83,8.4,631,15:01,1.5
1013,Richard Zednik,31,LW,WSH,32,6,12,18,-4,16,5,1,0,1,7,5,0,68,8.8,502,15:42,1.4
1014,Richard Zednik,31,LW,NYI,10,1,2,3,-2,2,1,0,0,0,2,0,0,15,6.7,128,12:51,0.1
1015,John Zeiler,24,RW,LAK,23,1,2,3,-2,22,1,0,0,0,2,0,0,12,8.3,198,8:36,0.0
1016,Henrik Zetterberg,26,LW,DET,63,33,35,68,26,36,21,11,1,10,20,13,2,224,14.7,1313,20:50,9.2
1017,Nikolai Zherdev,22,RW,CBJ,71,10,22,32,-19,26,7,3,0,2,13,9,0,164,6.1,1152,16:13,1.7
1018,Alexei Zhitnik,34,D,TOT,79,7,31,38,1,92,4,3,0,2,19,11,1,132,5.3,1904,24:06,6.4
1019,Alexei Zhitnik,34,D,PHI,31,3,10,13,-16,38,2,1,0,0,4,5,1,61,4.9,791,25:30,1.3
1020,Alexei Zhitnik,34,D,NYI,30,2,9,11,13,40,2,0,0,1,9,0,0,49,4.1,649,21:37,2.8
1021,Alexei Zhitnik,34,D,ATL,18,2,12,14,4,14,0,2,0,1,6,6,0,22,9.1,465,25:49,2.3
1022,Marek Zidlicky,29,D,NSH,79,4,26,30,8,72,2,2,0,1,18,8,0,114,3.5,1558,19:43,5.3
1023,Mike Zigomanis,26,C,PHX,75,14,9,23,-8,46,11,2,1,0,8,1,0,142,9.9,1116,14:53,1.5
1024,Sergei Zubov,36,D,DAL,78,12,42,54,0,26,3,9,0,3,11,31,0,156,7.7,2024,25:57,10.4
1025,Dainius Zubrus,28,RW,TOT,79,24,36,60,-19,62,14,10,0,4,23,13,0,158,15.2,1540,19:29,5.0
1026,Dainius Zubrus,28,RW,WSH,60,20,32,52,-16,50,11,9,0,4,20,12,0,127,15.7,1191,19:51,4.7
1027,Dainius Zubrus,28,RW,BUF,19,4,4,8,-3,12,3,1,0,0,3,1,0,31,12.9,349,18:22,0.3
1028,Andrei Zyuzin,29,D,CGY,49,1,5,6,-2,30,1,0,0,0,5,0,0,36,2.8,677,13:49,0.9
