,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%
646,Nate Prosser,25,MIN,D,51,661,879,42.9,-3.8,478,609,44.0,-2.5,6.6,90.7,97.4,38.9,61.1,19:15,16:08,12,13,79,40.5
647,Dalton Prout,21,CBJ,D,5,47,58,44.8,-2.7,38,45,45.8,-3.7,10.3,94.4,104.8,37.5,62.5,11:48,11:28,1,1,4,50.0
648,Brandon Prust,27,NYR,LW,82,601,754,44.4,-6.5,443,520,46.0,-7.1,8.0,92.3,100.3,33.1,66.9,11:57,10:12,15,23,108,63.0
649,Teddy Purcell,26,TBL,RW,81,1053,1049,50.1,3.3,778,770,50.3,2.5,12.3,90.8,103.1,57.3,42.7,16:08,13:30,34,36,272,55.9
650,Taylor Pyatt,30,PHX,LW,73,782,853,47.8,-5.8,568,647,46.7,-6.1,6.8,93.2,100.0,40.9,59.1,12:19,11:42,14,8,181,61.3
651,Tom Pyatt,24,TBL,C,74,641,857,42.8,-7.7,489,593,45.2,-5.7,7.0,90.0,97.0,34.4,65.6,14:48,12:09,17,13,142,66.9
652,Kyle Quincey,26,TOT,D,72,1219,1045,53.8,-0.9,882,809,52.2,-3.0,7.7,91.2,98.9,57.7,42.3,21:52,17:05,24,35,336,50.0
653,Alexander Radulov,25,NSH,RW,9,147,140,51.2,0.4,117,99,54.2,0.7,10.2,92.3,102.5,46.1,53.9,19:21,17:42,5,4,35,60.0
654,Rhett Rakhshani,23,NYI,RW,5,41,78,34.5,-10.6,34,54,38.6,-10.0,6.3,100.0,106.3,42.9,57.1,12:09,11:17,2,1,11,27.3
655,Greg Rallo,30,FLA,C,1,2,1,66.7,20.7,2,0,100.0,52.4,0.0,,,,,3:31,3:31,0,1,1,100.0
656,Chad Rau,25,MIN,C,9,55,87,38.7,-2.3,43,59,42.2,0.6,6.3,93.5,99.7,53.7,46.3,10:53,9:59,6,1,12,58.3
657,Mason Raymond,26,VAN,LW,55,747,708,51.3,-1.3,532,546,49.4,-1.9,7.5,93.6,101.1,60.5,39.5,15:35,13:32,20,12,204,61.3
658,Matt Read,25,PHI,RW,79,864,836,50.8,-3.2,633,607,51.0,-2.6,10.7,91.9,102.6,50.7,49.3,17:04,12:02,36,27,282,54.6
659,Marty Reasoner,34,NYI,C,61,458,619,42.5,-5.7,344,434,44.2,-4.3,2.7,90.4,93.2,42.2,57.8,11:37,10:13,25,15,110,62.7
660,Ryan Reaves,25,STL,RW,60,317,266,54.4,-2.0,230,200,53.5,-4.4,4.2,95.1,99.3,62.0,38.0,6:32,6:26,11,3,55,58.2
661,Joel Rechlicz,24,WSH,RW,3,2,5,28.6,-34.1,2,3,40.0,-19.0,0.0,100.0,100.0,0.0,100.0,1:59,1:59,0,0,0,
662,Dylan Reese,27,NYI,D,28,411,401,50.6,3.7,312,300,51.0,0.8,9.4,89.8,99.2,48.4,51.6,17:05,16:15,12,12,65,40.0
663,Robyn Regehr,31,BUF,D,76,904,1128,44.5,-7.9,673,852,44.1,-7.9,5.9,93.2,99.1,45.9,54.1,18:38,15:55,11,28,104,47.1
664,Peter Regin,25,OTT,C,10,107,99,51.9,2.0,78,73,51.7,3.5,9.8,94.0,103.8,52.7,47.3,14:06,12:20,1,2,28,53.6
665,Michal Repik,23,FLA,RW,17,154,126,55.0,6.2,116,90,56.3,6.9,4.3,91.3,95.7,48.7,51.3,10:22,9:39,8,2,47,74.5
666,Mike Ribeiro,31,DAL,C,74,1093,1186,48.0,-3.0,804,897,47.3,-4.4,9.6,92.4,102.0,53.8,46.2,20:03,16:08,39,64,246,57.3
667,Brad Richards,31,NYR,C,82,1171,1240,48.6,-1.7,884,893,49.7,-3.2,8.6,91.3,99.9,54.5,45.5,20:16,15:55,47,46,428,53.5
668,Mike Richards,26,LAK,C,74,907,939,49.1,-8.0,672,721,48.2,-8.7,7.8,93.1,100.9,49.5,50.5,18:34,13:31,40,41,354,46.0
669,Brad Richardson,26,LAK,RW,59,770,541,58.7,5.6,544,413,56.8,5.3,4.2,91.7,95.9,52.1,47.9,12:52,11:51,20,13,187,52.4
670,Zac Rinaldo,21,PHI,C,66,396,451,46.8,-6.9,288,323,47.1,-6.3,8.3,91.7,100.1,47.8,52.2,7:29,7:25,4,9,94,57.4
671,Mattias Ritola,24,TBL,C,5,40,37,51.9,-8.3,33,26,55.9,-3.7,0.0,90.0,90.0,53.8,46.2,10:50,8:28,0,0,19,73.7
672,Colby Robak,21,FLA,D,3,29,43,40.3,-11.8,22,32,40.7,-15.2,16.7,91.7,108.3,70.0,30.0,12:34,12:11,1,1,4,25.0
673,Stephane Robidas,34,DAL,D,75,1206,1186,50.4,-0.2,899,894,50.1,-1.7,7.6,91.5,99.2,46.7,53.3,22:45,17:06,23,25,197,38.1
674,Bryan Rodney,27,EDM,D,1,9,19,32.1,,4,18,18.2,,0.0,92.9,92.9,60.0,40.0,13:17,11:35,0,0,2,0.0
675,Brian Rolston,38,TOT,C,70,717,712,50.2,-0.8,540,494,52.2,1.6,7.6,90.5,98.1,53.7,46.3,14:17,11:52,18,23,276,54.7
676,Aaron Rome,28,VAN,D,43,545,532,50.6,-3.6,404,384,51.3,-0.9,5.6,92.6,98.2,43.2,56.8,15:14,13:60,4,13,105,40.0
677,Jay Rosehill,26,TOR,D,31,116,160,42.0,-6.6,80,114,41.2,-6.1,1.7,93.4,95.1,63.1,36.9,5:55,5:54,3,6,21,71.4
678,Derek Roy,28,BUF,C,80,1121,1098,50.5,1.9,831,823,50.2,2.0,8.0,91.1,99.1,48.8,51.2,19:19,14:59,46,59,326,54.0
679,Michal Rozsival,33,PHX,D,54,860,833,50.8,1.4,618,637,49.2,0.4,8.2,93.9,102.1,46.3,53.7,19:20,17:22,13,16,109,45.0
680,David Rundblad,21,TOT,D,30,410,333,55.2,3.6,309,267,53.6,4.2,5.9,86.8,92.7,61.5,38.5,15:01,12:43,6,19,87,39.1
681,Mike Rupp,32,NYR,C,60,243,347,41.2,-11.5,197,241,45.0,-10.4,6.6,94.0,100.6,43.2,56.8,6:39,6:27,3,9,49,63.3
682,Kris Russell,24,TOT,D,55,733,678,51.9,-2.5,541,480,53.0,-2.3,8.6,93.1,101.6,56.7,43.3,17:01,14:50,16,13,121,46.3
683,Ryan Russell,24,CBJ,C,41,275,374,42.4,-6.4,207,254,44.9,-3.9,4.0,92.9,96.8,39.6,60.4,11:41,9:47,11,8,64,60.9
684,Tuomo Ruutu,28,CAR,C,72,979,1013,49.1,0.0,727,776,48.4,-0.6,9.5,90.9,100.4,53.7,46.3,16:28,13:50,32,42,271,57.6
685,Bobby Ryan,24,ANA,RW,82,1127,1110,50.4,1.9,838,837,50.0,1.6,9.5,90.7,100.1,50.0,50.0,18:06,15:10,35,49,368,55.2
686,Michael Ryder,31,DAL,RW,82,1152,1167,49.7,-1.2,850,865,49.6,-2.0,10.8,92.5,103.3,52.0,48.0,17:23,14:36,48,39,384,54.9
687,Brandon Saad,19,CHI,LW,2,14,25,35.9,-25.8,12,22,35.3,-34.2,0.0,100.0,100.0,62.5,37.5,14:01,12:38,2,0,4,75.0
688,Sami Salo,37,VAN,D,69,995,931,51.7,-3.6,720,708,50.4,-3.9,8.3,93.1,101.4,55.1,44.9,20:27,15:22,23,35,282,48.2
689,Bryce Salvador,35,NJD,D,82,967,1094,46.9,-6.3,728,838,46.5,-7.1,8.6,93.4,102.0,47.0,53.0,20:13,17:05,20,44,115,45.2
690,Jerome Samson,24,CAR,RW,16,184,181,50.4,7.1,132,136,49.3,7.9,5.1,92.1,97.1,55.3,44.7,12:17,11:01,6,0,55,56.4
691,Mikael Samuelsson,35,TOT,RW,54,654,620,51.3,0.9,502,462,52.1,1.5,7.3,92.8,100.1,46.2,53.8,15:57,13:20,23,15,240,57.5
692,Bobby Sanguinetti,23,CAR,D,3,19,23,45.2,8.1,15,17,46.9,9.8,7.1,91.7,98.8,50.0,50.0,11:56,9:05,0,1,8,62.5
693,Mike Santorelli,26,FLA,C,60,603,605,49.9,-0.5,457,457,50.0,-2.2,4.7,92.5,97.2,53.8,46.2,12:24,11:16,15,10,178,65.7
694,Cory Sarich,33,CGY,D,62,802,779,50.7,3.6,570,579,49.6,3.2,7.2,93.4,100.6,47.6,52.4,16:07,15:09,9,33,107,33.6
695,Michael Sauer,24,NYR,D,19,261,296,46.9,2.5,194,206,48.5,3.3,11.8,95.5,107.3,44.7,55.3,18:44,16:37,11,5,30,46.7
696,Max Sauve,22,BOS,C,1,2,3,40.0,,1,3,25.0,,0.0,100.0,100.0,33.3,66.7,3:43,3:43,0,1,1,0.0
697,David Savard,21,CBJ,D,31,361,376,49.0,-1.6,268,292,47.9,-2.7,7.7,92.7,100.4,51.9,48.1,16:34,14:04,5,10,70,48.6
698,Luca Sbisa,22,ANA,D,80,1076,1146,48.4,-0.4,796,868,47.8,-0.8,8.5,91.7,100.2,52.7,47.3,17:44,15:22,22,36,207,40.6
699,Marco Scandella,21,MIN,D,63,889,1142,43.8,-0.8,652,854,43.3,-1.6,6.0,91.9,97.9,43.6,56.4,21:45,17:28,24,35,176,43.8
700,Mark Scheifele,18,WPG,C,7,53,50,51.5,-5.0,42,35,54.5,-0.2,3.1,96.2,99.3,75.0,25.0,10:57,8:52,0,2,12,41.7
701,Brayden Schenn,20,PHI,C,54,657,638,50.7,-4.1,488,477,50.6,-4.1,6.2,91.8,98.0,54.4,45.6,14:07,12:20,11,15,173,56.1
702,Luke Schenn,22,TOR,D,79,1079,1220,46.9,-4.0,761,931,45.0,-5.6,10.0,90.7,100.8,50.7,49.3,16:02,14:38,28,58,189,42.9
703,David Schlemko,24,PHX,D,46,697,747,48.3,-4.5,522,529,49.7,-1.4,8.9,92.3,101.2,47.3,52.7,18:21,15:51,5,20,121,47.9
704,Jeff Schultz,25,WSH,D,54,637,705,47.5,-5.7,461,521,46.9,-7.2,7.7,93.1,100.8,49.6,50.4,15:17,13:50,10,33,59,37.3
705,Nick Schultz,29,TOT,D,82,1057,1436,42.4,-4.9,815,1047,43.8,-4.5,5.6,93.9,99.5,43.5,56.5,19:42,16:55,14,32,131,38.9
706,Jaden Schwartz,19,STL,C,7,48,67,41.7,-9.6,36,47,43.4,-9.7,8.0,94.7,102.7,52.6,47.4,11:41,10:52,1,2,9,66.7
707,John Scott,29,TOT,D,35,182,176,50.8,-1.9,138,134,50.7,-1.7,8.1,89.7,97.7,63.6,36.4,6:42,6:32,8,10,20,45.0
708,Rob Scuderi,33,LAK,D,82,1359,1229,52.5,-3.3,1026,974,51.3,-4.2,6.0,92.3,98.3,47.6,52.4,20:26,17:42,16,52,150,42.0
709,Brent Seabrook,26,CHI,D,78,1535,1335,53.5,-1.4,1167,975,54.5,0.8,9.9,90.7,100.5,49.6,50.4,24:43,19:50,34,57,304,51.3
710,Daniel Sedin,31,VAN,LW,72,1206,811,59.8,8.6,885,645,57.8,8.2,8.7,92.3,101.0,80.8,19.2,18:49,15:14,28,25,413,55.4
711,Henrik Sedin,31,VAN,C,82,1368,977,58.3,7.0,1011,772,56.7,6.5,9.3,92.7,102.1,79.4,20.6,19:05,15:20,31,37,209,54.1
712,Brandon Segal,28,TBL,RW,10,47,57,45.2,-0.6,40,38,51.3,5.4,0.0,90.9,90.9,33.3,66.7,6:35,6:34,0,0,11,72.7
713,Tyler Seguin,20,BOS,C,81,1339,917,59.4,5.5,980,686,58.8,6.0,10.8,91.9,102.7,56.4,43.6,16:56,14:27,30,42,429,56.4
714,Dennis Seidenberg,30,BOS,D,80,1528,1333,53.4,-2.9,1139,983,53.7,-1.3,8.6,91.8,100.5,52.4,47.6,24:02,18:50,17,25,349,49.9
715,Andrej Sekera,25,BUF,D,69,1032,987,51.1,2.1,772,755,50.6,2.0,8.6,91.5,100.1,47.1,52.9,19:36,17:05,25,30,185,47.6
716,Teemu Selanne,41,ANA,RW,82,999,992,50.2,1.5,768,753,50.5,1.6,10.2,90.6,100.8,50.8,49.2,17:38,13:59,29,43,362,57.2
717,Alexander Semin,27,WSH,LW,77,1107,1010,52.3,5.4,818,734,52.7,5.6,9.5,91.6,101.0,50.3,49.7,16:47,14:10,52,39,393,46.3
718,Tim Sestito,27,NJD,LW,18,79,96,45.1,-4.5,58,73,44.3,-5.3,4.9,88.5,93.4,48.5,51.5,8:15,8:04,1,3,15,40.0
719,Tom Sestito,24,PHI,LW,14,70,73,49.0,-6.3,53,51,51.0,-3.9,2.6,88.2,90.9,69.6,30.4,6:54,6:51,0,0,6,66.7
720,Devin Setoguchi,25,MIN,RW,69,877,943,48.2,4.0,640,701,47.7,2.9,7.1,90.0,97.1,50.1,49.9,17:35,14:43,31,23,305,56.7
721,Ryan Shannon,28,TBL,RW,45,412,402,50.6,1.9,315,302,51.1,1.1,6.7,89.4,96.2,44.7,55.3,12:02,10:37,16,9,75,61.3
722,Patrick Sharp,30,CHI,C,74,1193,905,56.9,5.5,912,686,57.1,5.8,10.4,91.1,101.6,64.8,35.2,19:54,15:10,55,29,482,58.3
723,Kevin Shattenkirk,23,STL,D,81,1315,1091,54.7,-0.9,1006,829,54.8,-2.4,7.2,94.1,101.3,55.0,45.0,21:36,16:44,40,42,341,52.2
724,Andrew Shaw,20,CHI,C,37,449,395,53.2,-3.4,324,293,52.5,-4.3,10.8,88.1,98.9,42.0,58.0,15:12,13:09,16,5,130,56.9
725,Riley Sheahan,20,DET,C,1,4,5,44.4,-10.4,3,2,60.0,5.2,0.0,,,25.0,75.0,6:03,6:03,0,0,3,100.0
726,Jody Shelley,35,PHI,LW,30,120,156,43.5,-9.8,94,114,45.2,-7.2,2.9,90.4,93.2,46.2,53.8,5:39,5:32,4,2,30,63.3
727,Wayne Simmonds,23,PHI,RW,82,1000,998,50.1,-3.8,727,736,49.7,-4.1,8.3,92.1,100.5,57.9,42.1,15:54,12:39,30,25,318,61.9
728,Jack Skille,24,FLA,RW,46,442,501,46.9,-5.6,328,367,47.2,-6.6,4.7,91.9,96.6,47.6,52.4,11:58,11:23,10,6,133,56.4
729,Jeff Skinner,19,CAR,RW,64,942,928,50.4,2.2,691,709,49.4,1.0,9.0,90.2,99.2,55.7,44.3,18:37,14:56,46,40,371,56.3
730,Jim Slater,29,WPG,C,78,743,1073,40.9,-14.0,572,767,42.7,-12.3,8.0,92.2,100.2,27.3,72.7,14:45,12:22,23,19,181,65.2
731,Ladislav Smid,25,EDM,D,78,1105,1252,46.9,-1.7,829,883,48.4,-1.0,9.2,91.6,100.9,48.4,51.6,20:54,17:28,31,47,92,51.1
732,Ben Smith,23,CHI,RW,13,112,108,50.9,-4.2,83,79,51.2,-3.0,7.8,83.3,91.1,46.2,53.8,9:49,9:26,3,1,24,75.0
733,Brendan Smith,22,DET,D,14,200,129,60.8,0.6,155,97,61.5,3.6,8.9,91.8,100.7,61.2,38.8,15:38,13:48,5,4,31,41.9
734,Craig Smith,22,NSH,C,72,744,815,47.7,0.1,557,604,48.0,-0.1,7.5,91.7,99.2,50.7,49.3,14:11,11:58,32,26,308,55.8
735,Derek Smith,27,CGY,D,47,593,628,48.6,-2.5,434,475,47.7,-2.8,7.3,92.7,100.1,50.9,49.1,15:56,14:36,14,21,107,41.1
736,Reilly Smith,20,DAL,RW,3,22,32,40.7,-16.6,15,25,37.5,-17.3,0.0,83.3,83.3,40.0,60.0,8:24,7:22,0,0,4,50.0
737,Trevor Smith,26,TBL,LW,16,119,164,42.0,-0.4,87,119,42.2,-2.0,14.5,91.1,105.6,29.1,70.9,12:28,10:59,3,3,25,68.0
738,Zack Smith,23,OTT,C,81,920,918,50.1,-5.4,681,667,50.5,-2.8,8.1,92.3,100.4,45.6,54.4,14:04,11:38,50,29,276,48.6
739,Devante Smith-Pelly,19,ANA,RW,49,394,484,44.9,-7.0,297,366,44.8,-6.9,6.5,91.2,97.6,52.5,47.5,11:51,9:55,5,19,117,56.4
740,Jerred Smithson,32,TOT,C,69,454,636,41.7,-7.2,347,466,42.7,-6.8,7.7,92.7,100.4,36.5,63.5,11:43,9:41,17,14,69,53.6
741,Ryan Smyth,35,EDM,LW,82,1008,1139,46.9,-0.9,749,817,47.8,-1.6,9.6,91.4,101.0,48.3,51.7,19:05,14:27,54,51,315,61.6
742,Carl Sneep,24,PIT,D,1,17,7,70.8,14.2,13,4,76.5,21.5,28.6,75.0,103.6,54.5,45.5,16:19,16:07,0,0,0,
743,Vladimir Sobotka,24,STL,C,73,929,819,53.1,-3.7,717,604,54.3,-3.9,6.2,94.8,101.0,49.9,50.1,15:51,13:13,29,11,211,55.5
744,Sheldon Souray,35,DAL,D,64,994,1024,49.3,-0.7,740,782,48.6,-3.0,9.1,93.4,102.5,45.8,54.2,20:27,16:08,23,33,354,50.6
745,Jaroslav Spacek,37,TOT,D,46,658,632,51.0,2.4,488,466,51.2,1.3,8.1,93.3,101.4,57.3,42.7,16:05,13:48,14,18,101,41.6
746,Nick Spaling,23,NSH,C,77,841,1011,45.4,-3.3,642,734,46.7,-2.3,7.6,91.9,99.5,43.8,56.2,15:43,13:35,45,17,164,65.2
747,Jason Spezza,28,OTT,C,80,1405,1207,53.8,0.6,1025,948,52.0,-0.2,10.5,91.2,101.8,59.6,40.4,19:55,16:08,64,84,453,51.2
748,Jared Spurgeon,22,MIN,D,70,969,1182,45.0,-0.8,704,899,43.9,-2.9,6.5,94.2,100.7,44.7,55.3,21:36,17:05,18,22,192,47.9
749,Frédéric St. Denis,26,MTL,D,17,191,198,49.1,0.0,123,147,45.6,-5.4,9.0,92.7,101.7,51.6,48.4,14:31,12:35,6,9,26,42.3
750,Martin St. Louis,36,TBL,RW,77,1275,1420,47.3,0.3,923,1047,46.9,-2.0,13.2,88.8,102.1,54.7,45.3,22:36,18:22,66,53,344,53.8
751,Eric Staal,27,CAR,C,82,1388,1386,50.0,2.1,1012,1039,49.3,1.4,8.1,89.5,97.6,50.1,49.9,21:33,16:22,66,47,475,54.9
752,Jordan Staal,23,PIT,C,62,1014,820,55.3,1.6,765,622,55.2,0.3,9.0,89.7,98.7,47.2,52.8,20:02,15:24,39,26,265,56.2
753,Marc Staal,25,NYR,D,46,604,768,44.0,-11.7,471,540,46.6,-12.0,7.4,90.5,97.9,50.9,49.1,19:54,17:41,14,19,110,55.5
754,Drew Stafford,26,BUF,RW,80,1094,1090,50.1,0.8,802,843,48.8,-0.7,9.1,92.4,101.5,54.0,46.0,17:39,14:23,40,40,377,59.9
755,Steve Staios,38,NYI,D,65,802,986,44.9,-3.9,597,696,46.2,-3.5,6.6,90.3,96.9,46.0,54.0,17:05,15:19,28,32,135,49.6
756,Matt Stajan,28,CGY,C,61,626,630,49.8,0.5,445,468,48.7,0.4,7.6,92.0,99.6,46.8,53.2,13:01,11:32,28,21,121,63.6
757,Viktor Stalberg,26,CHI,LW,79,1166,895,56.6,3.9,906,688,56.8,4.6,8.2,90.5,98.7,63.6,36.4,14:04,13:30,51,21,369,58.0
758,Steven Stamkos,21,TBL,C,82,1332,1369,49.3,2.5,965,1010,48.9,0.3,13.2,89.5,102.7,55.0,45.0,21:59,17:37,42,45,539,56.2
759,Tim Stapleton,29,WPG,C,63,450,510,46.9,-3.9,343,360,48.8,-3.0,8.9,91.9,100.8,57.1,42.9,10:09,8:25,21,6,116,63.8
760,Paul Stastny,26,COL,C,79,1277,1190,51.8,-1.8,934,892,51.2,-1.3,7.8,90.9,98.7,50.0,50.0,18:50,15:46,59,24,304,62.5
761,Brad Staubitz,27,TOT,RW,62,244,384,38.9,-5.4,179,271,39.8,-4.8,4.3,94.7,99.0,44.8,55.2,6:31,6:30,7,5,55,49.1
762,David Steckel,29,TOR,C,76,655,715,47.8,-1.7,461,497,48.1,-0.3,5.4,90.6,96.0,37.7,62.3,12:50,10:22,33,31,143,55.2
763,Alex Steen,27,STL,C,43,735,477,60.6,9.4,544,342,61.4,8.9,9.7,95.4,105.1,53.0,47.0,19:08,14:55,22,14,278,48.2
764,Lee Stempniak,28,CGY,RW,61,747,681,52.3,1.9,542,532,50.5,1.0,8.1,91.9,100.1,49.5,50.5,16:14,12:57,35,27,232,56.0
765,Derek Stepan,21,NYR,C,82,994,1098,47.5,-2.8,765,789,49.2,-3.0,9.4,93.2,102.6,63.7,36.3,18:57,14:32,51,25,291,58.1
766,Brett Sterling,27,STL,LW,4,33,19,63.5,12.8,27,13,67.5,13.2,4.8,80.0,84.8,84.6,15.4,7:34,6:19,1,1,8,62.5
767,Anthony Stewart,27,CAR,C,77,482,585,45.2,-4.5,348,452,43.5,-6.5,9.9,91.9,101.8,56.6,43.4,8:07,7:43,15,13,105,61.0
768,Chris Stewart,24,STL,RW,79,1023,1025,50.0,-7.7,777,756,50.7,-9.2,6.6,93.6,100.2,58.3,41.7,15:26,13:45,17,24,268,61.6
769,Jarret Stoll,29,LAK,C,78,901,789,53.3,-2.1,675,616,52.3,-2.3,5.0,94.8,99.8,45.9,54.1,16:26,12:25,18,16,242,54.5
770,Michael Stone,21,PHX,D,13,158,211,42.8,-5.8,124,154,44.6,-3.2,11.3,96.4,107.8,53.9,46.1,13:53,12:55,1,2,25,52.0
771,Clayton Stoner,26,MIN,D,51,649,783,45.3,0.2,495,572,46.4,1.4,7.9,93.3,101.3,37.5,62.5,17:36,15:55,14,23,103,45.6
772,Zack Stortini,26,NSH,RW,1,2,4,33.3,,1,4,20.0,,0.0,100.0,100.0,50.0,50.0,4:53,4:53,0,0,1,100.0
773,Tyson Strachan,27,FLA,RW,15,162,169,48.9,-2.2,116,120,49.2,-4.2,7.1,94.3,101.4,54.7,45.3,14:21,14:01,3,3,33,42.4
774,Brian Strait,24,PIT,D,9,91,102,47.2,-9.5,77,76,50.3,-7.1,5.3,90.6,95.8,63.2,36.8,12:53,12:29,0,5,12,33.3
775,Anton Stralman,25,NYR,D,53,664,710,48.3,-3.3,499,508,49.6,-5.5,9.4,93.2,102.6,51.0,49.0,17:06,15:17,11,12,110,50.0
776,Mark Streit,34,NYI,D,82,1455,1423,50.6,4.5,1093,1042,51.2,3.5,6.8,89.5,96.3,53.6,46.4,23:23,18:58,50,63,319,46.7
777,Brad Stuart,32,DET,D,81,1266,1161,52.2,-4.5,958,880,52.1,-4.7,9.3,92.1,101.5,53.7,46.3,21:03,17:32,22,27,210,45.7
778,Colin Stuart,29,BUF,LW,2,6,15,28.6,-31.4,3,14,17.6,-41.4,0.0,76.9,76.9,55.6,44.4,6:12,6:11,0,0,0,
779,Mark Stuart,27,WPG,D,80,1032,1114,48.1,-5.0,764,803,48.8,-4.9,8.3,91.4,99.7,49.6,50.4,17:12,14:11,7,43,169,35.5
780,Marco Sturm,33,TOT,LW,48,448,424,51.4,0.5,326,309,51.3,-0.3,4.6,89.9,94.5,47.3,52.7,12:19,10:24,12,12,100,65.0
781,P.K. Subban,22,MTL,D,81,1336,1355,49.6,1.9,960,960,50.0,2.9,9.8,91.7,101.5,45.8,54.2,24:18,18:11,26,88,400,51.3
782,Steve Sullivan,37,PIT,C,79,1000,799,55.6,0.1,754,611,55.2,-1.2,8.8,89.4,98.2,63.8,36.3,15:22,11:42,17,22,230,60.9
783,Alexander Sulzer,27,TOT,D,27,439,406,52.0,-1.0,322,312,50.8,0.1,10.8,93.2,104.0,49.6,50.4,17:49,16:59,4,9,79,41.8
784,Chris Summers,23,PHX,D,21,210,213,49.6,-3.0,158,172,47.9,-4.6,6.1,91.2,97.3,57.3,42.7,12:27,11:16,2,2,33,30.3
785,Ryan Suter,27,NSH,D,79,1370,1457,48.5,1.6,1038,1107,48.4,0.3,9.2,93.1,102.3,46.4,53.6,26:30,20:21,37,42,242,55.4
786,Brandon Sutter,22,CAR,C,82,1052,1227,46.2,-3.9,778,906,46.2,-3.7,6.4,93.5,99.9,34.0,66.0,17:24,14:34,61,30,293,58.4
787,Brett Sutter,24,CAR,C,15,74,107,40.9,-10.0,54,88,38.0,-11.9,12.8,91.7,104.5,41.5,58.5,7:34,7:01,3,3,22,50.0
788,Andy Sutton,36,EDM,D,52,701,732,48.9,1.6,525,543,49.2,0.1,7.9,93.5,101.4,48.7,51.3,16:41,14:53,14,49,78,52.6
789,Bill Sweatt,23,VAN,LW,2,6,9,40.0,,5,5,50.0,,0.0,100.0,100.0,50.0,50.0,5:21,5:05,0,0,3,66.7
790,Petr Sykora,35,NJD,RW,82,945,845,52.8,2.5,715,646,52.5,2.1,9.6,91.9,101.5,49.7,50.3,15:54,13:55,27,36,312,54.5
791,Paul Szczechura,26,BUF,C,9,81,101,44.5,-4.4,62,73,45.9,-1.8,14.0,88.9,102.8,54.4,45.6,11:26,11:25,1,1,18,61.1
792,Jeff Taffe,30,MIN,C,5,44,78,36.1,5.0,32,58,35.6,5.3,18.2,97.6,115.8,40.0,60.0,12:55,11:22,0,1,13,53.8
793,Maxime Talbot,27,PHI,C,81,936,915,50.6,-3.1,684,648,51.4,-2.0,9.4,90.5,100.0,40.4,59.6,15:60,12:15,30,21,193,59.1
794,Henrik Tallinder,33,NJD,D,39,572,560,50.5,2.0,442,426,50.9,1.1,6.3,90.9,97.1,47.1,52.9,21:19,18:04,19,19,95,45.3
795,Chris Tanev,22,VAN,D,25,388,320,54.8,1.4,288,233,55.3,1.9,7.8,95.3,103.1,44.4,55.6,16:43,15:44,5,8,40,37.5
796,Eric Tangradi,22,PIT,LW,24,182,146,55.5,-0.3,132,113,53.9,-2.2,7.0,88.2,95.2,67.7,32.3,8:56,8:11,5,2,41,48.8
797,Alex Tanguay,32,CGY,LW,64,791,941,45.7,-4.1,585,700,45.5,-2.7,10.7,92.4,103.1,50.6,49.4,19:03,14:27,35,54,159,52.2
798,Matt Taormina,25,NJD,D,30,364,361,50.2,0.3,288,275,51.2,1.3,8.0,94.3,102.3,59.4,40.6,16:30,15:19,6,8,63,52.4
799,John Tavares,21,NYI,C,82,1427,1377,50.9,4.6,1056,1002,51.3,4.1,9.0,88.9,97.9,58.6,41.4,20:34,17:18,99,65,464,61.6
800,Mattias Tedenby,21,NJD,LW,43,308,352,46.7,-2.5,231,281,45.1,-4.8,5.3,87.8,93.1,50.0,50.0,10:45,10:17,11,8,72,63.9
801,Colten Teubert,21,EDM,D,24,264,298,47.0,-6.2,197,233,45.8,-10.2,5.9,92.6,98.5,47.3,52.7,12:39,12:18,1,9,33,39.4
802,Ryan Thang,24,NSH,LW,1,3,3,50.0,,2,3,40.0,,0.0,100.0,100.0,100.0,0.0,8:32,7:35,0,0,0,
803,Bill Thomas,28,FLA,RW,7,56,42,57.1,7.3,42,36,53.8,2.9,3.2,96.6,99.8,50.0,50.0,8:44,8:15,1,0,17,52.9
804,Nate Thompson,27,TBL,C,68,583,717,44.8,-6.3,425,498,46.0,-5.9,6.6,87.9,94.5,33.2,66.8,14:49,11:59,29,14,135,63.0
805,Chris Thorburn,28,WPG,C,72,501,706,41.5,-11.7,392,497,44.1,-10.0,6.7,93.1,99.8,39.2,60.8,10:10,9:33,13,14,119,57.1
806,Joe Thornton,32,SJS,C,82,1475,1138,56.4,5.1,1083,829,56.6,3.1,8.1,92.3,100.4,49.5,50.5,20:28,15:59,96,95,259,60.2
807,Shawn Thornton,34,BOS,RW,81,591,673,46.8,-10.4,452,512,46.9,-9.4,4.7,93.9,98.6,51.9,48.1,9:11,9:06,19,6,186,60.8
808,Kimmo Timonen,36,PHI,D,76,1077,908,54.3,1.6,805,673,54.5,2.2,8.9,91.9,100.8,53.3,46.7,21:14,13:56,14,35,256,50.8
809,Jiri Tlusty,23,CAR,C,79,943,1086,46.5,-3.3,696,800,46.5,-2.9,8.6,92.0,100.6,47.3,52.7,14:54,13:01,31,20,225,60.0
